,juso,경도,위도
400,울산광역시 울주군 언양읍 북문8길 39,129.125031195,35.571696514
401,,,
402,경상남도 창원시 마산합포구 진전면 대량2길 169,128.366050754,35.173592044
403,경상남도 고성군 대가면 유흥갈천길 667,128.271207856,35.030519045
404,경상남도 양산시 주남로 14-47 (주남동),129.164559735,35.420339214
405,경상남도 양산시 원동면 내포양달길 14-75,128.928907294,35.408111907
406,경상남도 창원시 성산구 정동로9번길 51-1 (남지동),128.677049763,35.192241972
407,경상북도 청도군 풍각면 덕양1길 21-4,128.613375372,35.634010366
408,경상북도 경주시 건천읍 백석길 81-121,129.109624165,35.787953391
409,경상북도 포항시 북구 기계면 내단길86번길 19-59,129.230048564,36.069416152
410,경상북도 영천시 금호읍 구암안길 11-76,128.937328538,35.911011703
411,강원도 원주시 호저면 호저로 1497,127.928594709,37.493260960
412,전라남도 나주시 평죽길 16-7 (평산동),126.756752000,34.998389347
413,경상북도 영주시 숫골길 116-1 (영주동),128.622807507,36.832391637
414,전라북도 완주군 봉동읍 봉동로 546,127.136220974,35.961268769
415,전라남도 화순군 한천면 죽헌로 367-1,127.009907611,34.976954631
416,강원도 정선군 북평면 단임길 397,128.585132673,37.499795341
417,강원도 삼척시 도계읍 흥전서길 214,129.017918161,37.218478080
418,경상북도 안동시 석주로 264 (상아동),128.763310315,36.581146696
419,경상북도 문경시 신기1길 13-7 (신기동),128.166776627,36.632534304
420,경상남도 거창군 웅양면 하곡1길 139,127.922454791,35.867006298
421,경상남도 하동군 화개면 목압길 34-14,127.644911448,35.236350803
422,경상북도 영주시 장수면 충효로2032번길 144,128.567323581,36.762880055
423,부산광역시 동래구 충렬대로237번길 117 (명륜동),129.082841055,35.206107460
424,강원도 화천군 상서면 신월동로 321-192,,
425,경상북도 고령군 대가야읍 성산로 45,128.282166440,35.729027027
426,,,
427,,,
428,전라남도 장흥군 관산읍 만덕길 73-127,126.924126785,34.558338763
429,경상남도 사천시 사천읍 구암두문로 479-13,128.135171309,35.090549611
430,경상북도 성주군 초전면 용성길 104-210,128.257468390,35.956768594
431,경상남도 창원시 마산회원구 내서읍 감천로 208-28,128.521085819,35.195900002
432,경상남도 김해시 식만로 295 (불암동),128.918261631,35.218331984
433,부산광역시 기장군 기장읍 차성로 328,129.214058888,35.246789942
434,경상남도 거제시 동부면 율포로 687-4,128.603826698,34.818831367
435,전라남도 진도군 조도면 가사도돌목길 203-1,126.043163003,34.470394418
436,전라남도 진도군 조도면 가사도돌목길 203-1,126.043163003,34.470394418
437,경상남도 김해시 가야로405번길 73-65 (동상동),128.889106337,35.241579258
438,경기도 남양주시 강변북로 658-20 (수석동),127.171328580,37.588703950
439,부산광역시 금정구 금샘로 21 (장전동),129.077669790,35.227773788
440,강원도 양양군 서면 북평2길 19-13,128.606240447,38.066343738
441,경상북도 영천시 채신2공단길 79-8 (채신동),128.950571569,35.905281171
442,강원도 강릉시 관솔길12번길 57-13 (회산동),128.866788123,37.736492356
443,대구광역시 달성군 논공읍 삼리1길 26,128.407817592,35.769868892
444,부산광역시 동구 안창로77번길 24 (범일동),129.040539223,35.144024212
445,강원도 태백시 고원로 85 (황지동),128.988163799,37.162899911
446,경상북도 경주시 충효2길 55-5 (충효동),129.188288719,35.845458232
447,경상북도 영덕군 강구면 하저길 139-1,129.390114258,36.413316900
448,경상북도 포항시 북구 새천년대로1001번길 6-30 (창포동),129.369509613,36.059822736
449,강원도 양양군 서면 대청봉길 1,128.460373564,38.120882313
450,경상북도 상주시 화남면 금산갑방길 26-65,127.905037328,36.445819348
451,경상남도 김해시 서부로 1166-30 (부곡동),128.793918400,35.217903814
452,부산광역시 기장군 일광읍 달음길 57,129.227161446,35.309800839
453,전라북도 익산시 은기1길 55 (은기동),127.013075111,35.983731494
454,강원도 춘천시 동산면 윗성골길 226,127.843515479,37.773295824
455,부산광역시 기장군 기장읍 무곡2길 62,129.204712413,35.224839005
456,충청남도 공주시 백제문화로 2039 (봉정동),127.100250542,36.450161068
457,서울특별시 도봉구 도봉산길 91-1 (도봉동),127.021734993,37.687241011
458,전라남도 진도군 조도면 가사도돌목길 203-1,126.043163003,34.470394418
459,전라북도 군산시 옥도면 신시도길 134-3,126.455649033,35.822155694
460,부산광역시 해운대구 아랫반송로29번길 25 (반송동),129.149745243,35.224787874
461,충청남도 공주시 금동길 63 (송선동),127.172861732,36.486827795
462,전라북도 익산시 함열읍 와야길 51-13,126.947665326,36.043259697
463,경상북도 김천시 조마면 강곡4길 112-6,128.083764381,36.027869040
464,경상남도 창원시 마산회원구 봉양로 131 (봉암동),128.601445733,35.219325373
465,울산광역시 울주군 온양읍 고산길 217-3,129.268616247,35.436818829
466,전라남도 진도군 조도면 가사도돌목길 203-1,126.043163003,34.470394418
467,전라남도 해남군 황산면 관두길 10,126.446338607,34.578705996
468,경상북도 경주시 서면 장자골길 129,129.068920027,35.896830215
469,경상북도 포항시 북구 법원로40번길 81-29 (장성동),129.390198985,36.079944556
470,,,
471,강원도 삼척시 가곡면 풍곡길 13-14,129.155375742,37.117699568
472,부산광역시 영도구 영상길 83 (신선동3가),129.044650624,35.086278352
473,인천광역시 남동구 간석로87번길 15-16 (간석동),126.716730036,37.466779513
474,강원도 양양군 서면 설악로 801,128.449327918,38.085419535
475,인천광역시 남동구 만수로111번길 38-1 (만수동),126.735663117,37.467870499
476,충청북도 괴산군 불정면 원웅동길 72-13,127.805336566,36.913576881
477,경기도 수원시 장안구 송정로 84 (정자동),127.006424816,37.295568237
478,전라남도 고흥군 동일면 대영상촌길 19-88,127.486110706,34.505864996
479,경상남도 사천시 서포면 중바위길 125,127.997372255,34.998628340
480,전라남도 고흥군 점암면 사동동길 8-26,127.384839187,34.667666620
481,강원도 춘천시 스무숲3길 26-11 (석사동),127.751374508,37.846744893
482,강원도 홍천군 남면 유목정길 187-16,127.765605591,37.596044957
483,경상북도 영덕군 강구면 강영로 82-21,129.386080248,36.367742905
484,경상북도 구미시 부곡길 62-25 (부곡동),128.296161247,36.153159821
485,경상북도 경주시 양남면 동남로 586,129.398405908,35.667955487
486,강원도 화천군 상서면 내봉동길 51,127.630250966,38.172396956
487,경상북도 성주군 수륜면 오천2길 63,128.234642331,35.813490773
488,경상남도 함양군 백전면 백운로 11,127.637523546,35.565247438
489,강원도 삼척시 동양길 20 (사직동),129.172661135,37.423917945
490,경상북도 안동시 임동면 갈밭1길 27-6,128.969010166,36.576968021
491,경상북도 영덕군 남정면 남정중화길 570,129.340809961,36.352510645
492,경상북도 영덕군 남정면 남정중화길 570,129.340809961,36.352510645
493,강원도 횡성군 강림면 주천강로강림2길 16,128.143510487,37.360351737
494,강원도 속초시 설악산로 1085-3 (설악동),128.488156452,38.164091806
495,전라남도 여수시 소라면 관기길 327,,
496,충청북도 보은군 내북면 동산도원길 93-49,127.650350625,36.584865306
497,강원도 춘천시 충혼길 98 (온의동),127.719084617,37.855966106
498,전라남도 함평군 해보면 해보월현길 107,126.576813310,35.173375821
499,전라남도 영암군 시종면 솔메길 62-47,126.612713984,34.907932746
500,울산광역시 북구 대안1길 167 (대안동),129.425381560,35.646703718
501,경상북도 포항시 북구 새천년대로1001번길 6-30 (창포동),129.369509613,36.059822736
502,강원도 춘천시 경춘로 2248 (온의동),127.715287136,37.855017505
503,전라남도 순천시 황전면 순천로 1854-4,127.444129838,35.123645488
504,경상남도 밀양시 단장면 동화4길 99,128.893141757,35.514523689
505,대구광역시 달서구 문화회관3안길 33 (장기동),128.519828986,35.846736195
506,경상북도 고령군 대가야읍 가야금길 36,128.270825311,35.744459526
507,강원도 홍천군 영귀미면 희수대길 41-51,127.996001776,37.634201235
508,강원도 삼척시 신기면 강원남부로 2687-31,129.081719108,37.326692329
509,강원도 태백시 상투바우길 13 (철암동),129.039467484,37.118882246
510,강원도 양양군 현남면 개매길 42,128.760348369,37.930429805
511,전라남도 해남군 현산면 고산로 1296-92,126.562786331,34.492087637
512,강원도 홍천군 서석면 장수원로 121-23,128.141505366,37.748767356
513,경상남도 양산시 하북면 삼덕1길 31-100,129.108368199,35.478217627
514,강원도 홍천군 내촌면 쌍둔지길 81-13,128.037644587,37.799929204
515,경상북도 칠곡군 약목면 강변서로 110-40,128.393786529,36.020893879
516,서울특별시 송파구 송이로17길 54-20 (가락동),127.125929558,37.501097008
517,전라북도 진안군 성수면 관마로 1136,127.331484526,35.741192880
518,세종특별자치시 전동면 솔티로 293,127.217001940,36.621987579
519,충청북도 청주시 청원구 내수읍 덕암2길 162,127.545420386,36.682794165
520,전라남도 나주시 봉황면 한들길 112-18,126.757538896,34.957749308
521,경상북도 칠곡군 지천면 달방길 181,128.474600972,36.000488733
522,전라남도 장성군 남면 자풍길 13-22,126.769310304,35.251860531
523,전라북도 완주군 고산면 율백로 64,127.179334969,35.976067167
524,전라북도 군산시 나포면 서라로 560,126.859658675,36.031422150
525,경상북도 경주시 건천읍 단석로 1527-43,129.070783802,35.817562064
526,경상북도 청송군 현서면 금성현서로 2375-1,128.880252149,36.270886754
527,충청남도 부여군 부여읍 동문로371번길 63,126.970513911,36.250125212
528,충청남도 금산군 복수면 지량길 9-4,127.370441115,36.245610744
529,충청남도 당진시 상목길 1 (시곡동),126.671281761,36.902727624
530,충청남도 논산시 가야곡면 가야로566번길 48-2,127.149536716,36.171743641
531,전라남도 곡성군 삼기면 곡순로 860-42,127.239645538,35.202593849
532,경상남도 양산시 하북면 감림산길 33,129.071738339,35.458077743
533,경상북도 경주시 강동면 단구안계길 371-43,129.253282211,36.024078168
534,전라북도 고창군 심원면 고전로 36,126.526405393,35.505596928
535,충청남도 공주시 우성면 가정자길 16,127.076106389,36.479718973
536,대전광역시 동구 달기장2길 53 (판암동),127.450121200,36.324397302
537,대전광역시 동구 산내로 177 (하소동),127.443285537,36.203479683
538,경상북도 울진군 금강송면 삼근2길 6,129.246464638,36.934295555
539,경기도 파주시 월롱면 함영골길 103,126.786256906,37.773835040
540,경기도 파주시 광탄면 보광로 930-20,126.882113339,37.778384130
541,경상북도 울진군 기성면 구산봉산로 279,129.474122434,36.772244700
542,부산광역시 금정구 북문로 70 (금성동),129.054808095,35.258154433
543,충청북도 음성군 감곡면 가곡로 692,127.716548274,37.111626311
544,전라북도 완주군 이서면 수청갈동길 151-1,127.044425512,35.847953290
545,,,
546,부산광역시 기장군 장안읍 구기길 40-18,129.266187747,35.334434143
547,경상남도 고성군 하일면 수양안길 141,128.209359226,34.960389919
548,전라북도 고창군 고창읍 화산호동길 7-25,126.707834956,35.415094638
549,전라북도 완주군 구이면 구이로 1082-12,127.122056479,35.696439356
550,대전광역시 유성구 계백로149번길 50-158 (송정동),127.267535988,36.276364651
551,경상북도 영덕군 강구면 신흥길 12,129.385178493,36.365454701
552,전라남도 신안군 지도읍 태이길 198,126.233447589,35.023665875
553,전라남도 나주시 금영로 14-12 (용산동),126.715941450,34.994001402
554,경상남도 함양군 마천면 천왕봉로 1035-13,127.656100339,35.403663220
555,전라남도 여수시 화양면 상전길 155-24,127.605285191,34.721751392
556,울산광역시 북구 농서로 278-4 (달천동),129.323036170,35.631664927
557,충청북도 보은군 회인면 보청대로 3392-7,127.604219824,36.485047137
558,전라남도 순천시 조비길 360 (석현동),127.454356119,34.990100207
559,충청남도 부여군 임천면 성흥로97번길 160,126.899855176,36.194627029
560,전라남도 담양군 용면 도림길 59,126.997519343,35.383022267
561,경상북도 영주시 안정면 대룡산로 245-11,128.570074002,36.814176902
562,경상남도 함안군 군북면 월촌3길 71-77,128.301138296,35.286498177
563,경상남도 함양군 병곡면 송평원산로 440-49,127.680869360,35.561830419
564,충청남도 공주시 반포면 마티고개로 209,127.223763391,36.410966326
565,세종특별자치시 세종로 1207 (고운동),127.240549063,36.510474600
566,,,
567,전라남도 나주시 봉황면 박실길 103-20,126.809687498,34.992118390
568,광주광역시 광산구 본량예림길 144 (명도동),126.697229577,35.173734263
569,전라남도 여수시 하멜로 91-4 (종화동),127.748566158,34.737271707
570,,,
571,강원도 춘천시 신동면 의암1길 171,127.697521997,37.834809721
