diravg,humidrel,rainamount,raindays,tempavg,windavg,within_5km,within_10km,within_30km,within_5km_fact,within_10km_fact,within_30km_fact,height,scale_damage
25,28.0,0.7,22,11.7,1.8,0.0,1.0,5.0,0,0,3,347.5,0.0
10,36.0,2.0,2,11.1,2.2,0.0,0.0,4.0,0,0,10,587.9,1.0
12,87.0,3.6,22,10.5,3.5,1.0,1.0,3.0,0,0,1,535.5,2.0
3,28.0,3.6,22,6.0,1.0,0.0,0.0,3.0,0,0,0,427.3,2.0
15,35.0,0.5,4,5.0,4.0,0.0,0.0,1.0,0,0,5,373.2,2.0
11,15.0,0.7,1,8.6,3.3,0.0,0.0,3.0,0,0,5,855.5,2.0
11,80.0,0.6,20,11.2,2.9,0.0,0.0,5.0,1,2,33,440.8,2.0
11,50.0,2.7,22,8.1,5.7,0.0,0.0,2.0,0,0,30,193.0,0.0
19,25.0,1.0,22,9.2,1.8,0.0,1.0,3.0,2,6,14,180.2,2.0
24,21.0,2.1,21,9.8,3.5,1.0,1.0,5.0,0,0,8,431.6,0.0
12,34.0,4.3,22,9.0,5.5,0.0,3.0,36.0,1,22,393,443.8,1.0
12,33.0,1.0,21,8.3,4.8,0.0,1.0,3.0,0,5,11,274.4,2.0
21,36.0,5.5,19,10.1,3.9,0.0,2.0,6.0,0,2,8,280.0,2.0
18,69.0,3.6,18,12.0,0.6,0.0,0.0,3.0,0,0,0,323.0,2.0
24,40.0,1.6,18,11.3,2.1,0.0,1.0,4.0,0,0,23,116.8,2.0
15,47.0,4.4,18,13.6,2.3,1.0,2.0,10.0,4,8,92,149.4,2.0
17,32.0,0.5,0,5.0,0.5,1.0,1.0,3.0,5,5,6,325.4,2.0
17,19.0,6.5,8,11.9,2.8,0.0,0.0,2.0,1,1,23,92.4,1.0
7,71.0,2.0,8,15.4,0.8,0.0,3.0,11.0,7,29,115,108.9,0.0
3,30.0,2.0,17,12.5,3.2,0.0,1.0,4.0,1,4,21,289.7,2.0
2,22.0,0.7,15,11.4,2.0,0.0,0.0,3.0,0,0,4,594.5,2.0
8,24.0,2.0,17,-1.1,1.3,0.0,0.0,3.0,0,1,12,488.2,2.0
7,42.0,1.0,7,8.4,2.0,1.0,1.0,3.0,10,16,35,247.3,2.0
12,43.0,2.0,7,13.2,1.2,0.0,0.0,7.0,0,0,93,547.0,2.0
25,57.0,2.0,7,14.4,2.2,0.0,0.0,6.0,0,2,92,247.5,0.0
21,25.0,6.5,7,13.6,2.6,0.0,0.0,3.0,1,2,49,121.0,2.0
7,52.0,0.6,13,9.7,2.0,1.0,1.0,11.0,0,0,188,214.6,2.0
24,15.0,6.0,6,12.0,2.7,0.0,0.0,3.0,0,0,31,343.5,2.0
18,5.0,1.6,15,8.0,3.6,0.0,0.0,8.0,0,4,40,230.0,0.0
21,34.0,2.7,15,5.5,1.6,2.0,5.0,36.0,29,122,670,115.0,2.0
7,26.0,2.0,14,7.9,1.1,0.0,0.0,0.0,0,0,2,1217.7,2.0
8,25.0,2.0,6,9.5,3.5,0.0,0.0,12.0,0,5,111,169.3,0.0
8,26.0,2.0,6,9.5,3.5,0.0,0.0,7.0,1,3,18,288.4,0.0
7,14.0,6.0,6,10.0,1.5,0.0,0.0,1.0,0,1,8,587.4,2.0
2,33.0,1.5,4,7.3,1.7,0.0,0.0,1.0,0,1,12,1255.0,2.0
24,33.0,0.5,4,7.3,2.0,0.0,0.0,2.0,0,1,10,362.0,1.0
25,38.0,2.0,12,5.0,0.6,0.0,0.0,0.0,0,0,2,826.9,2.0
8,26.0,0.7,8,-0.8,1.2,0.0,0.0,3.0,0,0,11,571.5,2.0
24,16.0,1.6,9,9.2,0.6,0.0,1.0,6.0,0,0,34,109.3,2.0
24,10.0,0.5,7,10.7,1.5,0.0,0.0,2.0,0,0,7,531.0,0.0
25,28.0,2.0,8,11.1,1.8,0.0,0.0,6.0,0,2,92,247.5,2.0
2,86.0,1.5,15,11.5,2.4,0.0,1.0,4.0,0,2,27,277.2,2.0
11,28.0,2.7,7,7.6,4.1,0.0,0.0,3.0,0,1,6,153.0,0.0
7,34.0,4.0,7,6.2,5.6,1.0,2.0,6.0,2,2,49,101.4,2.0
8,63.0,0.5,5,3.5,2.2,0.0,2.0,10.0,0,5,50,469.3,2.0
2,30.0,2.4,6,6.7,1.8,0.0,1.0,3.0,2,32,41,104.3,2.0
19,57.0,2.0,11,5.3,2.0,0.0,0.0,3.0,0,0,6,422.0,2.0
2,23.0,0.6,1,5.5,2.7,0.0,2.0,7.0,0,10,45,257.3,2.0
8,71.0,0.5,4,6.2,3.0,0.0,0.0,1.0,0,1,7,535.0,2.0
5,22.0,1.5,0,5.4,3.2,1.0,1.0,3.0,5,5,6,210.8,2.0
19,25.0,0.5,3,0.4,1.1,1.0,1.0,4.0,5,5,7,210.8,1.0
14,72.0,3.5,11,1.7,1.1,0.0,0.0,7.0,0,0,25,198.5,2.0
14,68.0,7.0,3,-4.4,1.1,0.0,2.0,3.0,0,0,0,76.9,2.0
24,68.0,0.5,2,-3.9,3.1,0.0,0.0,4.0,0,0,6,689.0,0.0
7,37.0,1.0,5,-2.7,9.7,0.0,0.0,4.0,0,0,22,94.8,0.0
12,9.0,5.8,3,-2.5,4.5,0.0,0.0,7.0,4,8,66,271.7,2.0
8,7.0,1.5,9,9.8,3.0,0.0,1.0,2.0,0,10,19,77.9,2.0
24,37.0,2.0,9,5.7,4.6,0.0,0.0,3.0,0,7,19,265.8,2.0
21,46.0,1.5,8,16.6,2.1,0.0,2.0,10.0,0,5,50,469.3,1.0
5,18.0,0.5,12,8.7,5.6,0.0,0.0,0.0,0,0,2,376.8,0.0
21,34.0,5.8,0,9.6,0.5,0.0,0.0,7.0,1,9,69,544.4,2.0
17,37.0,0.6,6,13.5,3.7,0.0,0.0,6.0,2,8,60,245.7,2.0
25,29.0,3.5,6,11.0,2.1,0.0,1.0,6.0,0,2,26,359.9,2.0
3,32.0,1.2,1,6.4,1.5,0.0,1.0,2.0,0,4,9,211.7,2.0
25,29.0,2.0,6,9.3,2.0,0.0,0.0,3.0,0,0,8,632.9,2.0
5,43.0,5.2,3,12.3,1.9,0.0,0.0,1.0,0,0,1,417.9,2.0
15,25.0,3.5,0,13.5,3.3,0.0,0.0,3.0,0,0,33,102.0,2.0
24,25.0,2.0,4,10.6,1.0,0.0,1.0,6.0,0,2,56,164.8,2.0
25,47.0,1.5,4,7.4,1.4,1.0,1.0,11.0,2,2,56,383.4,1.0
12,25.0,0.6,3,12.8,4.9,0.0,2.0,7.0,2,20,63,404.1,2.0
30,49.0,1.5,2,-3.4,0.2,0.0,0.0,10.0,0,0,46,391.6,2.0
25,23.0,1.5,1,4.2,2.7,0.0,0.0,2.0,0,0,7,531.0,0.0
15,21.0,0.7,5,0.6,1.2,0.0,1.0,3.0,2,5,6,210.8,1.0
21,25.0,1.0,35,2.9,1.4,0.0,0.0,2.0,0,0,7,531.0,0.0
21,36.0,1.0,34,7.1,2.6,0.0,1.0,5.0,0,2,23,229.1,2.0
25,53.0,2.3,2,4.8,2.1,1.0,4.0,9.0,68,83,114,219.4,0.0
25,32.0,8.0,15,6.0,2.1,0.0,0.0,7.0,4,8,66,271.7,2.0
12,41.0,8.0,14,5.2,5.3,0.0,0.0,6.0,0,1,167,397.0,0.0
17,26.0,7.3,14,5.7,2.8,0.0,1.0,4.0,0,7,69,483.9,2.0
12,34.0,7.0,14,5.0,5.0,0.0,0.0,11.0,2,5,108,234.2,2.0
12,38.0,7.0,14,4.4,4.3,0.0,0.0,9.0,1,4,127,630.9,2.0
10,46.0,3.5,14,3.1,2.3,1.0,3.0,9.0,36,94,197,584.0,2.0
11,23.0,3.5,13,2.8,3.5,0.0,0.0,12.0,0,1,57,181.4,1.0
21,47.0,1.0,13,0.8,6.7,0.0,0.0,2.0,0,0,14,827.2,2.0
21,26.0,0.8,13,2.4,4.4,0.0,0.0,4.0,0,0,21,307.1,2.0
24,95.0,1.0,32,-0.7,3.9,0.0,1.0,5.0,0,1,9,153.2,0.0
10,44.0,0.5,21,-1.8,0.9,1.0,1.0,3.0,0,0,0,336.0,0.0
25,72.0,1.5,11,5.1,2.2,0.0,1.0,9.0,1,4,115,102.5,2.0
24,26.0,1.0,30,-1.1,3.4,1.0,1.0,3.0,0,0,4,276.4,2.0
24,50.0,0.5,10,4.1,4.7,1.0,1.0,5.0,3,4,48,321.4,0.0
10,32.0,1.5,8,6.5,2.5,0.0,1.0,6.0,0,0,105,327.0,2.0
5,23.0,8.5,35,-7.5,0.5,0.0,0.0,2.0,0,0,0,1273.0,2.0
7,24.0,0.5,10,4.9,1.3,0.0,1.0,2.0,0,0,0,902.2,1.0
24,17.0,3.5,34,3.7,3.9,1.0,1.0,3.0,5,5,6,325.4,2.0
12,37.0,0.5,26,2.1,4.5,1.0,1.0,3.0,4,5,10,195.1,2.0
10,56.0,0.5,6,2.1,5.2,0.0,0.0,1.0,0,2,13,902.1,1.0
2,71.0,4.5,6,2.5,1.8,0.0,0.0,1.0,1,2,20,727.9,2.0
15,55.0,1.0,26,-0.3,2.2,0.0,1.0,3.0,0,0,8,240.2,2.0
24,20.0,7.0,5,4.9,2.9,2.0,5.0,14.0,32,77,209,256.4,0.0
21,26.0,0.8,1,0.9,4.3,0.0,0.0,7.0,0,0,28,289.1,2.0
7,26.0,1.0,16,8.0,5.0,0.0,0.0,3.0,0,1,16,324.9,2.0
8,41.0,2.5,16,4.9,3.2,0.0,0.0,4.0,4,10,62,352.0,2.0
18,61.0,1.0,15,8.6,1.5,1.0,1.0,7.0,2,2,32,359.9,2.0
21,59.0,0.5,15,7.8,1.0,1.0,1.0,7.0,28,58,166,516.8,2.0
24,29.0,4.0,23,10.4,7.1,1.0,3.0,16.0,9,30,290,381.0,2.0
25,26.0,2.5,13,9.7,7.5,0.0,1.0,13.0,3,13,196,101.5,0.0
0,0.0,0.0,0,0.0,0.0,0.0,0.0,2.0,2,6,28,277.5,2.0
24,0.0,0.1,2,4.0,7.4,0.0,0.0,0.0,0,0,8,235.1,2.0
21,0.0,0.1,2,8.0,6.4,0.0,0.0,0.0,0,0,8,235.1,2.0
12,0.0,0.1,8,4.6,5.6,1.0,2.0,18.0,9,16,331,326.9,2.0
21,0.0,1.6,1,-4.0,4.4,1.0,7.0,35.0,4,31,419,85.4,2.0
10,0.0,5.0,7,6.5,2.1,1.0,5.0,14.0,25,60,213,317.1,2.0
7,0.0,3.8,9,7.4,2.1,1.0,1.0,2.0,0,0,0,91.2,1.0
24,0.0,0.0,0,12.0,3.5,0.0,1.0,5.0,0,1,5,193.4,2.0
24,0.0,0.0,0,6.8,6.3,1.0,1.0,1.0,0,0,0,158.2,1.0
17,0.0,1.0,10,13.3,2.3,0.0,0.0,11.0,0,5,49,69.6,0.0
11,0.0,0.1,9,9.4,5.4,2.0,8.0,14.0,72,154,205,314.7,2.0
25,0.0,0.2,5,0.8,1.5,1.0,1.0,1.0,0,0,1,1171.8,2.0
18,0.0,0.0,0,2.6,1.2,1.0,1.0,4.0,2,2,24,275.6,2.0
21,0.0,0.0,0,1.6,4.1,1.0,1.0,1.0,0,1,5,206.2,2.0
21,0.0,0.0,0,6.9,3.6,1.0,2.0,3.0,11,14,20,78.0,1.0
25,0.0,0.3,0,9.9,1.0,0.0,0.0,4.0,0,0,0,1664.5,0.0
21,0.0,0.0,0,19.1,1.9,0.0,0.0,2.0,0,0,4,683.7,2.0
15,0.0,0.0,0,18.7,1.9,1.0,3.0,16.0,4,29,330,338.5,2.0
12,0.0,1.0,6,20.5,3.1,1.0,1.0,14.0,2,6,192,424.4,1.0
24,0.0,0.0,0,16.2,1.6,1.0,1.0,8.0,1,6,50,70.7,2.0
19,0.0,0.0,0,16.5,1.9,0.0,0.0,3.0,0,0,1,750.7,2.0
25,0.0,10.0,0,19.3,1.8,0.0,1.0,13.0,3,18,197,286.0,2.0
14,0.0,0.0,0,16.2,0.5,1.0,1.0,9.0,1,1,94,120.9,0.0
2,0.0,5.1,0,12.5,1.4,1.0,5.0,38.0,13,56,390,693.1,0.0
11,0.0,7.1,0,12.8,6.5,0.0,0.0,0.0,0,0,8,235.1,2.0
21,0.0,6.9,0,14.5,2.9,0.0,0.0,2.0,0,0,5,188.3,0.0
10,0.0,1.5,0,17.8,2.7,0.0,4.0,13.0,11,43,202,258.6,0.0
5,0.0,0.0,0,19.8,3.3,0.0,2.0,10.0,0,1,171,354.8,2.0
21,0.0,0.0,0,17.4,0.6,0.0,0.0,8.0,1,2,40,38.0,2.0
3,0.0,0.0,0,24.0,1.5,0.0,1.0,4.0,0,0,18,428.8,2.0
8,0.0,0.1,0,28.3,1.9,1.0,2.0,7.0,71,118,175,297.7,1.0
3,0.0,0.0,0,25.8,5.4,1.0,1.0,8.0,3,5,83,362.1,2.0
17,0.0,0.0,0,24.2,4.4,0.0,0.0,0.0,0,0,8,235.1,2.0
15,0.0,0.0,0,31.9,3.6,0.0,0.0,3.0,0,2,55,71.2,2.0
18,0.0,0.0,0,28.3,2.5,0.0,0.0,3.0,0,0,10,275.4,2.0
25,0.0,0.0,0,35.3,3.4,1.0,2.0,3.0,4,13,19,54.5,2.0
15,0.0,0.0,0,31.1,2.3,0.0,0.0,2.0,0,0,1,739.9,2.0
19,0.0,0.0,0,25.0,1.4,2.0,4.0,14.0,69,120,194,396.2,1.0
21,0.0,1.7,0,27.1,4.6,2.0,8.0,33.0,99,280,663,186.2,0.0
10,0.0,0.0,0,22.3,2.5,0.0,0.0,3.0,0,0,0,1609.6,2.0
19,0.0,0.0,0,22.7,1.1,2.0,8.0,36.0,81,270,681,201.8,2.0
15,0.0,0.0,0,29.0,3.5,0.0,0.0,4.0,0,0,2,392.7,1.0
21,0.0,0.1,9,32.5,3.7,1.0,4.0,31.0,11,46,402,124.0,1.0
17,0.0,49.4,16,26.2,2.6,0.0,0.0,1.0,0,1,8,209.9,1.0
11,0.0,47.0,22,30.7,3.5,0.0,0.0,5.0,2,8,70,33.2,1.0
21,0.0,22.5,5,28.7,2.1,0.0,0.0,3.0,0,0,19,160.8,2.0
21,0.0,22.0,16,18.5,1.1,1.0,1.0,4.0,0,0,1,302.8,2.0
3,0.0,17.0,14,23.2,2.2,0.0,0.0,3.0,0,0,0,685.4,2.0
17,0.0,15.5,14,14.3,0.8,0.0,1.0,1.0,1,2,5,141.0,2.0
2,0.0,19.0,12,29.0,1.9,0.0,1.0,4.0,0,4,24,388.5,2.0
18,0.0,14.0,13,31.1,3.6,0.0,1.0,6.0,0,2,53,446.7,2.0
14,0.0,15.5,4,15.3,0.2,0.0,0.0,2.0,0,0,0,325.2,2.0
3,0.0,11.0,12,18.6,2.4,0.0,0.0,7.0,0,0,27,71.0,2.0
21,0.0,11.0,12,25.8,3.8,0.0,0.0,5.0,1,2,16,981.8,0.0
19,0.0,27.0,10,29.2,6.7,1.0,1.0,2.0,0,0,0,146.7,2.0
21,0.0,4.0,7,26.5,3.9,0.0,0.0,1.0,0,0,5,528.5,2.0
14,0.0,5.0,8,22.0,0.5,0.0,1.0,1.0,1,2,5,311.3,2.0
14,0.0,5.0,8,22.0,0.5,0.0,1.0,1.0,1,2,5,311.3,2.0
12,0.0,2.0,6,23.9,2.1,0.0,0.0,4.0,0,0,1,590.9,2.0
5,0.0,5.0,6,16.5,3.8,0.0,1.0,3.0,0,0,0,875.2,2.0
18,0.0,3.0,5,24.4,1.4,0.0,0.0,5.0,0,0,17,589.1,2.0
19,0.0,3.0,3,22.8,4.2,1.0,1.0,4.0,0,0,2,203.9,2.0
7,0.0,0.0,0,20.4,5.5,0.0,0.0,8.0,0,1,59,341.0,2.0
12,0.0,0.0,0,19.4,5.2,0.0,0.0,5.0,1,3,49,96.8,2.0
3,0.0,11.0,4,21.8,1.8,0.0,1.0,6.0,1,3,53,188.5,2.0
19,0.0,2.0,5,16.4,2.5,1.0,2.0,3.0,11,14,20,78.0,2.0
30,0.0,3.2,4,9.8,0.1,1.0,1.0,4.0,0,0,2,203.9,2.0
24,0.0,1.0,5,24.0,2.6,0.0,0.0,1.0,0,0,33,218.5,2.0
12,0.0,2.6,3,25.0,2.1,0.0,0.0,3.0,1,4,41,603.8,0.0
12,0.0,1.1,2,23.2,3.9,2.0,5.0,11.0,9,28,47,139.8,2.0
21,0.0,0.0,0,21.7,4.8,0.0,0.0,8.0,0,0,27,310.4,2.0
12,0.0,11.5,3,15.5,1.2,0.0,0.0,2.0,0,0,0,577.8,2.0
19,0.0,72.6,18,14.6,6.0,0.0,0.0,3.0,0,0,0,539.6,2.0
19,0.0,72.6,18,14.4,7.4,0.0,1.0,1.0,0,0,1,1176.7,1.0
3,0.0,45.0,22,15.3,3.1,0.0,0.0,2.0,0,0,0,30.4,2.0
19,0.0,62.0,17,18.2,2.8,0.0,1.0,2.0,3,6,34,135.2,2.0
7,0.0,19.0,15,10.5,1.6,0.0,0.0,1.0,0,0,0,672.4,2.0
3,0.0,50.5,10,10.9,5.3,0.0,0.0,8.0,2,9,88,353.9,2.0
21,0.0,21.0,15,15.9,3.5,0.0,0.0,2.0,0,0,0,315.1,2.0
21,0.0,32.5,10,19.6,2.3,1.0,1.0,10.0,1,8,53,303.2,2.0
19,0.0,31.0,16,13.5,4.8,2.0,8.0,38.0,20,55,488,141.4,0.0
18,0.0,21.0,10,26.1,3.4,0.0,0.0,4.0,0,0,30,492.5,0.0
18,0.0,0.0,2,25.6,7.7,0.0,1.0,8.0,0,1,46,424.1,2.0
25,0.0,0.0,14,25.6,5.7,0.0,1.0,7.0,0,4,15,582.9,2.0
18,0.0,16.5,11,22.6,7.4,0.0,1.0,9.0,0,5,110,97.5,2.0
10,0.0,31.5,10,26.6,1.1,0.0,1.0,10.0,0,3,52,427.3,2.0
19,0.0,22.0,9,24.7,9.0,0.0,2.0,12.0,0,14,116,204.9,2.0
18,0.0,21.0,10,26.9,3.6,0.0,1.0,5.0,0,3,39,291.3,2.0
17,0.0,14.4,14,25.4,9.2,0.0,0.0,7.0,0,1,25,140.8,2.0
3,0.0,51.0,10,20.9,1.8,0.0,0.0,3.0,0,0,10,457.8,2.0
21,0.0,42.0,8,8.9,3.8,0.0,0.0,1.0,0,0,1,674.7,2.0
24,0.0,1.0,0,11.4,5.3,0.0,1.0,5.0,0,0,8,181.2,0.0
24,0.0,0.2,0,14.8,4.8,0.0,2.0,9.0,0,48,182,333.8,2.0
19,0.0,19.9,12,11.1,5.8,0.0,1.0,3.0,3,12,38,98.9,1.0
15,0.0,21.0,7,15.6,4.4,1.0,1.0,7.0,0,0,86,181.3,2.0
17,0.0,0.0,0,17.5,4.8,0.0,0.0,4.0,0,0,41,489.4,2.0
19,0.0,50.0,7,16.1,7.4,0.0,0.0,8.0,3,4,111,249.3,2.0
25,0.0,50.5,8,20.4,6.8,0.0,0.0,4.0,0,3,20,163.4,2.0
18,0.0,14.5,7,20.0,6.8,0.0,0.0,2.0,0,1,8,109.0,0.0
19,0.0,14.5,11,19.3,6.6,1.0,1.0,7.0,1,1,42,170.0,2.0
18,0.0,24.6,12,19.4,4.4,1.0,5.0,10.0,80,149,183,163.3,0.0
18,0.0,24.6,12,19.4,4.4,0.0,0.0,8.0,0,2,182,537.1,0.0
18,0.0,24.5,11,19.3,4.1,0.0,0.0,1.0,0,0,2,740.8,1.0
18,0.0,15.0,7,14.1,6.2,0.0,1.0,21.0,1,6,299,161.4,2.0
18,0.0,15.0,7,14.1,6.2,0.0,1.0,25.0,0,2,315,363.0,2.0
14,0.0,23.5,11,14.8,5.2,0.0,0.0,1.0,0,0,2,2.9,0.0
11,0.0,71.5,7,9.9,1.9,1.0,3.0,14.0,8,39,216,800.8,1.0
21,0.0,35.0,11,10.4,4.5,0.0,0.0,3.0,0,0,3,609.4,0.0
21,0.0,22.5,8,11.8,5.0,0.0,2.0,6.0,3,27,49,216.6,0.0
14,0.0,5.0,14,14.0,3.0,0.0,1.0,11.0,1,4,128,154.6,0.0
24,0.0,36.0,7,12.0,2.5,0.0,0.0,4.0,1,1,70,574.8,2.0
21,0.0,22.5,8,12.5,5.7,1.0,1.0,6.0,1,2,32,640.3,1.0
25,0.0,22.5,8,9.5,4.8,0.0,0.0,5.0,0,1,45,568.1,0.0
12,0.0,19.5,8,9.2,3.3,1.0,1.0,11.0,0,9,184,294.9,1.0
21,0.0,27.0,4,11.4,6.9,0.0,1.0,1.0,1,2,5,141.0,1.0
12,0.0,18.5,4,7.2,8.0,0.0,0.0,3.0,1,1,34,113.5,2.0
25,0.0,16.5,3,13.1,6.4,1.0,1.0,9.0,3,4,115,73.3,2.0
25,0.0,18.0,3,12.5,8.5,0.0,0.0,3.0,0,0,15,851.5,2.0
19,0.0,23.0,2,15.1,5.3,0.0,1.0,4.0,1,12,54,310.4,2.0
19,0.0,3.0,6,15.5,3.1,0.0,3.0,6.0,1,19,58,119.0,1.0
17,0.0,2.5,1,17.1,3.8,0.0,0.0,10.0,0,0,181,369.7,0.0
15,0.0,1.8,4,14.9,4.0,1.0,1.0,3.0,8,15,39,442.3,2.0
10,0.0,0.5,2,21.6,1.1,0.0,1.0,5.0,0,0,17,260.1,1.0
21,0.0,1.0,5,22.1,2.1,0.0,1.0,9.0,1,3,105,731.2,2.0
15,0.0,1.5,5,19.3,1.6,0.0,1.0,3.0,0,0,3,274.7,2.0
3,0.0,3.5,5,20.9,0.7,0.0,2.0,4.0,2,8,116,142.5,0.0
5,0.0,0.0,0,17.8,3.4,0.0,1.0,5.0,1,3,17,1036.7,2.0
3,0.0,0.5,2,18.7,1.4,0.0,0.0,10.0,0,2,187,392.1,0.0
11,0.0,0.6,1,16.7,2.0,1.0,1.0,11.0,0,0,187,184.5,0.0
25,0.0,1.0,3,17.4,1.9,0.0,1.0,8.0,0,4,114,156.0,2.0
12,0.0,1.0,3,16.3,2.0,0.0,1.0,13.0,0,10,114,169.3,0.0
18,0.0,0.0,0,13.5,3.7,0.0,1.0,4.0,12,18,40,199.5,2.0
15,0.0,0.2,0,14.6,1.4,0.0,1.0,4.0,0,0,2,204.4,1.0
2,0.0,0.0,0,16.9,3.3,0.0,0.0,0.0,0,0,0,435.1,2.0
12,0.0,2.5,1,18.6,2.2,0.0,1.0,6.0,0,2,38,176.1,0.0
15,0.0,0.0,0,14.2,6.4,0.0,0.0,3.0,0,6,28,215.5,2.0
30,0.0,3.5,1,13.2,0.4,0.0,1.0,6.0,1,4,173,369.1,0.0
11,0.0,26.5,13,14.8,3.2,1.0,1.0,9.0,3,4,110,233.1,2.0
12,0.0,30.7,15,7.4,3.2,1.0,4.0,27.0,13,179,539,52.7,0.0
10,0.0,36.0,12,10.3,2.2,0.0,0.0,6.0,0,4,51,100.4,2.0
15,0.0,42.0,11,13.7,2.9,3.0,5.0,13.0,11,60,194,147.7,1.0
25,0.0,11.5,17,9.4,3.8,1.0,3.0,41.0,4,28,569,133.4,0.0
24,0.0,18.5,4,12.4,2.3,0.0,0.0,6.0,0,0,32,462.9,0.0
15,0.0,47.5,12,13.1,4.0,0.0,0.0,7.0,0,9,161,342.4,2.0
21,0.0,17.5,12,9.2,1.6,1.0,1.0,2.0,3,4,11,154.3,2.0
25,0.0,21.5,16,10.7,4.2,1.0,1.0,5.0,0,0,11,262.8,0.0
24,0.0,1.0,9,10.7,4.8,0.0,1.0,15.0,1,3,117,161.4,2.0
19,0.0,30.0,10,16.4,2.0,0.0,0.0,4.0,1,6,65,381.9,0.0
7,0.0,29.5,13,7.1,4.2,0.0,2.0,24.0,11,17,462,131.3,1.0
7,0.0,76.7,11,8.1,2.5,0.0,1.0,5.0,0,2,16,123.0,2.0
10,0.0,56.0,18,13.7,3.4,0.0,1.0,15.0,3,20,339,376.3,0.0
25,0.0,79.5,15,12.5,5.5,1.0,1.0,1.0,0,0,0,68.0,0.0
25,0.0,22.5,14,13.6,5.0,2.0,8.0,41.0,26,175,484,601.0,0.0
25,0.0,50.5,13,18.0,2.0,1.0,1.0,9.0,2,4,113,93.6,2.0
25,0.0,31.5,15,16.6,2.2,0.0,0.0,2.0,0,0,0,577.8,2.0
19,0.0,30.5,20,15.2,2.3,0.0,0.0,3.0,0,0,4,485.4,2.0
19,0.0,47.0,20,14.8,3.2,0.0,0.0,10.0,0,0,185,113.1,0.0
19,0.0,74.0,14,15.1,3.1,1.0,1.0,5.0,1,9,64,471.7,1.0
19,0.0,40.0,10,12.2,2.7,0.0,0.0,3.0,0,0,3,806.6,0.0
5,0.0,84.5,6,11.4,6.3,0.0,0.0,8.0,0,1,175,643.8,0.0
21,0.0,54.6,9,12.5,3.0,0.0,1.0,9.0,0,0,32,418.8,2.0
11,0.0,64.5,25,10.3,1.9,0.0,0.0,2.0,0,0,2,421.5,0.0
11,0.0,66.4,13,11.8,4.1,1.0,1.0,8.0,0,0,40,685.7,2.0
19,0.0,47.5,11,11.5,1.5,0.0,0.0,4.0,0,0,1,982.9,2.0
18,0.0,0.0,0,6.4,3.4,0.0,0.0,2.0,0,1,26,165.6,2.0
15,0.0,50.1,6,6.3,2.4,0.0,0.0,4.0,0,0,0,417.3,2.0
8,0.0,88.0,6,8.1,1.5,1.0,1.0,9.0,4,4,115,96.6,0.0
3,0.0,42.7,6,15.6,1.5,0.0,1.0,2.0,0,4,9,211.7,2.0
18,0.0,52.5,19,18.3,1.4,0.0,0.0,8.0,0,0,22,209.8,0.0
14,0.0,36.0,14,19.1,4.2,0.0,0.0,5.0,0,0,30,725.2,0.0
14,0.0,36.0,14,19.1,4.2,2.0,2.0,5.0,20,26,48,139.8,0.0
21,0.0,21.0,14,17.8,2.8,0.0,2.0,6.0,0,19,43,460.5,1.0
19,0.0,36.5,14,15.3,3.9,0.0,0.0,4.0,0,0,32,361.5,0.0
21,0.0,19.5,14,18.0,3.7,0.0,0.0,6.0,4,7,69,350.3,2.0
7,0.0,21.0,15,15.9,1.6,0.0,2.0,6.0,0,0,13,598.5,0.0
25,0.0,16.5,3,17.2,3.5,3.0,5.0,14.0,33,68,202,256.4,0.0
21,0.0,29.5,15,17.2,1.6,0.0,0.0,6.0,0,0,93,203.6,2.0
14,0.0,26.0,15,17.2,3.6,3.0,5.0,13.0,11,60,194,147.7,1.0
24,0.0,18.8,3,13.0,2.2,0.0,2.0,3.0,0,0,0,76.9,2.0
18,0.0,26.0,15,6.3,1.2,0.0,0.0,5.0,0,1,46,568.1,0.0
25,0.0,8.0,7,15.6,1.4,0.0,1.0,4.0,0,0,2,529.9,0.0
15,0.0,17.0,1,15.0,5.9,0.0,0.0,0.0,0,0,24,152.1,2.0
18,0.0,8.0,11,17.7,3.3,0.0,0.0,8.0,1,3,50,49.5,2.0
14,0.0,8.0,1,13.9,4.6,0.0,1.0,3.0,0,0,12,248.7,2.0
25,0.0,6.0,7,13.7,2.2,0.0,0.0,2.0,1,1,3,193.1,0.0
12,0.0,7.6,7,11.0,2.5,0.0,1.0,7.0,0,4,49,304.2,2.0
25,0.0,5.0,7,12.8,1.5,0.0,1.0,9.0,1,5,113,73.3,2.0
14,0.0,7.5,7,6.9,2.5,0.0,1.0,3.0,0,0,0,508.0,2.0
5,0.0,8.0,7,11.7,3.8,1.0,3.0,14.0,6,25,212,599.9,0.0
21,0.0,5.5,7,4.0,4.9,0.0,1.0,2.0,0,4,9,211.7,2.0
8,0.0,7.6,7,4.6,10.0,0.0,0.0,9.0,1,2,20,132.1,2.0
12,0.0,4.0,9,14.5,6.5,0.0,0.0,3.0,0,2,24,652.5,2.0
21,0.0,3.5,7,4.2,4.7,0.0,8.0,40.0,5,62,558,307.7,0.0
25,0.0,0.5,7,11.3,4.7,0.0,0.0,1.0,0,0,4,643.6,2.0
8,0.0,1.5,8,13.2,6.3,0.0,0.0,2.0,0,2,13,934.6,2.0
21,0.0,10.0,7,7.9,2.6,0.0,2.0,9.0,0,48,182,333.8,1.0
