diravg,dirmax,humidcurr,humidmin,humidrel,ocurcause,ocurdo,rainamount,raindays,riskavg,riskmax,tempavg,windavg,windmax,within_5km,within_10km,within_30km,within_5km_fact,within_10km_fact,within_30km_fact,height,scale_damage
W, ,0.0,0.0,27.0,어린이불장난추정,대전,1.2,9,0.0,0.0,20.0,3.0,0.0,1.0,3.0,10.0,19,136,183,267.2,-1.3866559631367155
W, ,0.0,0.0,26.0,밭두렁소각,대전,1.2,9,0.0,0.0,20.9,2.7,0.0,4.0,5.0,12.0,113,177,184,137.4,-1.4128184316043013
SW, ,0.0,0.0,23.0,등산객실화추정,서울,3.9,9,0.0,0.0,18.8,6.7,0.0,1.0,9.0,42.0,15,67,535,291.6,-0.11204808965284985
SW, ,0.0,0.0,23.0,어린이불장난추정,서울,3.9,9,0.0,0.0,18.8,6.7,0.0,4.0,13.0,39.0,20,194,487,348.6,-0.5781154056511605
WSW, ,0.0,0.0,23.0,등산객실화추정,서울,3.9,9,0.0,0.0,18.8,5.3,0.0,3.0,9.0,49.0,17,74,835,138.5,-1.5901292723074636
SSW, ,0.0,0.0,17.0,등산객실화추정,강원,6.5,9,0.0,0.0,21.8,4.8,0.0,0.0,0.0,3.0,0,0,4,420.2,0.7193978333490844
NE, ,0.0,0.0,52.0,밤송이소각,경남,6.8,8,0.0,0.0,10.9,3.5,0.0,0.0,1.0,5.0,1,3,16,705.5,0.9706242611105049
W, ,0.0,0.0,32.0,밭두렁소각,경기,3.9,8,0.0,0.0,17.2,5.8,0.0,1.0,2.0,27.0,2,5,299,335.5,0.21295857229204884
NNW, ,0.0,0.0,23.0,밭두렁소각,전북,0.8,8,0.0,0.0,20.2,2.7,0.0,0.0,1.0,5.0,3,4,48,321.4,1.0266916304019402
NE, ,0.0,0.0,30.0,논두렁소각,경남,6.8,8,0.0,0.0,22.6,1.5,0.0,0.0,1.0,4.0,0,2,24,620.6,0.8865903960854213
WSW, ,0.0,0.0,19.0,어린이불장난,충북,2.4,8,0.0,0.0,21.1,1.5,0.0,1.0,1.0,3.0,2,2,2,106.9,1.1730746336018103
SW, ,0.0,0.0,27.0,입산자실화,강원,6.5,8,0.0,0.0,21.3,2.0,0.0,1.0,1.0,1.0,0,0,0,70.5,1.1456235972373219
N, ,0.0,0.0,24.0,농산폐기물소각,전북,1.6,8,0.0,0.0,19.9,2.5,0.0,0.0,0.0,2.0,0,1,4,633.3,1.2568119640034483
SE, ,0.0,0.0,25.0,입산자실화,강원,6.2,8,0.0,0.0,20.6,3.0,0.0,0.0,0.0,2.0,0,0,0,1312.6,1.1352612822650152
WNW, ,0.0,0.0,21.0,무속행위실화,대전,1.2,8,0.0,0.0,20.6,2.3,0.0,0.0,2.0,12.0,11,53,190,240.7,1.152745539738538
SW, ,0.0,0.0,22.0,밭두렁소각,경기,7.0,9,0.0,0.0,21.3,1.0,0.0,0.0,1.0,26.0,6,68,330,221.1,1.2470359693654802
S, ,0.0,0.0,34.0,입산자실화,강원,6.5,8,0.0,0.0,18.5,1.3,0.0,1.0,1.0,4.0,0,0,2,314.1,-0.7795686237549334
W, ,0.0,0.0,35.0,입산자실화추정,경기,3.9,8,0.0,0.0,17.1,4.7,0.0,2.0,2.0,30.0,2,5,327,462.3,1.0057289678139558
NNW, ,0.0,0.0,27.0,기도원모닥불실화,전남,1.1,8,0.0,0.0,18.6,3.5,0.0,1.0,1.0,3.0,3,5,27,120.8,1.3693690040114601
NNE, ,0.0,0.0,57.0,등산객실화추정,충북,2.4,8,0.0,0.0,10.6,0.5,0.0,0.0,1.0,3.0,0,0,2,504.3,1.1722181962841205
WNW, ,0.0,0.0,65.0,입산자실화,강원,7.7,8,0.0,0.0,10.2,0.7,0.0,0.0,1.0,5.0,0,0,0,1013.3,1.388571610205678
W, ,0.0,0.0,35.0,입산자실화추정,충남,1.2,7,0.0,0.0,19.2,5.0,0.0,1.0,1.0,9.0,1,1,94,120.9,0.9319165751312916
WNW, ,0.0,0.0,55.0,등산객실화추정,광주,1.0,7,0.0,0.0,17.9,5.3,0.0,1.0,5.0,9.0,61,81,114,315.7,0.9809930833043586
SSE, ,0.0,0.0,43.0,폐경지소각중실화,경남,8.8,7,0.0,0.0,19.0,3.7,0.0,1.0,1.0,5.0,4,6,159,272.2,1.004934476539371
WSW, ,0.0,0.0,35.0,입산자실화추정,인천,1.8,7,0.0,0.0,14.2,3.7,0.0,3.0,5.0,36.0,40,138,667,395.4,1.1599059126441342
SW, ,0.0,0.0,33.0,입산자실화추정,경기,3.9,7,0.0,0.0,16.8,3.0,0.0,1.0,2.0,37.0,4,16,580,138.7,-0.359648408269277
SSE, ,0.0,0.0,36.0,행인담뱃불실화,충북,1.8,7,0.0,0.0,20.9,1.3,0.0,0.0,0.0,6.0,0,0,139,501.9,1.1384995377104818
SW, ,0.0,0.0,31.0,농산폐기물소각,충남,10.6,7,0.0,0.0,17.6,3.7,0.0,0.0,0.0,4.0,0,0,29,127.1,1.2273241610615901
W, ,0.0,0.0,21.0,입산자실화추정,경기,2.9,6,0.0,0.0,22.9,2.0,0.0,0.0,0.0,6.0,0,1,29,181.1,1.0751288291381418
WSW, ,0.0,0.0,16.0,입산자실화추정,경기,7.0,7,0.0,0.0,23.5,1.0,0.0,0.0,0.0,4.0,0,1,7,432.5,0.6221950301023504
NW, ,0.0,0.0,20.0,농산폐기물소각,충남,0.5,6,0.0,0.0,23.4,1.5,0.0,0.0,0.0,8.0,1,5,71,295.8,1.1332312566831046
SSW, ,0.0,0.0,36.0,밭두렁소각,강원,6.5,6,0.0,0.0,17.0,1.5,0.0,0.0,0.0,2.0,0,0,0,883.5,1.3086311728139541
NW, ,0.0,0.0,87.0,입산자실화추정,경남,7.6,6,0.0,0.0,11.5,0.5,0.0,0.0,0.0,5.0,1,1,42,1119.1,1.2026813411683157
WNW, ,0.0,0.0,28.0,성묘객실화,경기,2.9,5,0.0,0.0,14.1,5.2,0.0,1.0,1.0,13.0,1,3,161,168.5,0.6788666171762006
정온, ,0.0,0.0,68.0,성묘객실화추정,충남,0.5,5,0.0,0.0,9.9,0.0,0.0,0.0,1.0,5.0,10,13,48,135.2,1.0830446300589596
S, ,0.0,0.0,21.0,입산자실화추정,대구,2.4,5,0.0,0.0,22.5,2.7,0.0,1.0,1.0,10.0,3,6,52,160.5,1.3171154511505432
WNW, ,0.0,0.0,24.0,성묘객실화,경기,2.9,5,0.0,0.0,19.1,4.0,0.0,0.0,0.0,5.0,0,1,87,61.3,0.9370658890390091
NW, ,0.0,0.0,19.0,성묘객실화추정,대전,1.2,5,0.0,0.0,20.5,2.0,0.0,4.0,5.0,12.0,114,177,184,137.4,1.3420137076159344
NW, ,0.0,0.0,25.0,밭두렁소각,전남,2.8,5,0.0,0.0,22.0,1.0,0.0,0.0,2.0,3.0,0,0,16,464.2,-0.043198931991778045
W, ,0.0,0.0,25.0,성묘객실화추정,경기,3.9,5,0.0,0.0,19.2,5.0,0.0,1.0,2.0,23.0,1,1,308,236.6,0.9615345501750322
W, ,0.0,0.0,25.0,성묘객실화추정,경기,3.9,5,0.0,0.0,19.2,3.7,0.0,1.0,2.0,30.0,2,10,378,678.8,1.1648128175380332
SSW, ,0.0,0.0,16.0,입산자실화,강원,6.5,5,0.0,0.0,22.0,1.0,0.0,0.0,1.0,3.0,0,0,4,485.4,1.1456235972373219
SW, ,0.0,0.0,26.0,열차승객담뱃불실화추정,강원,4.9,5,0.0,0.0,18.0,0.7,0.0,0.0,1.0,3.0,0,0,0,254.5,1.148884146258713
SSE, ,0.0,0.0,19.0,논밭두렁소각,강원,4.5,5,0.0,0.0,18.8,1.7,0.0,0.0,1.0,2.0,0,0,0,1097.4,0.5475857750802962
정온, ,0.0,0.0,81.0,입산자실화,강원,6.5,5,0.0,0.0,4.1,0.0,0.0,0.0,1.0,4.0,0,0,2,204.4,-1.6310982501036773
ESE, ,0.0,0.0,60.0,어린이불장난,부산,7.3,4,0.0,0.0,13.1,6.2,0.0,1.0,6.0,14.0,12,111,195,173.3,-0.674463531204774
SW, ,0.0,0.0,47.0,행인담뱃불실화추정,충북,2.5,4,0.0,0.0,11.5,2.5,0.0,0.0,0.0,11.0,0,2,188,319.1,0.9883942350802155
S, ,0.0,0.0,24.0,농산폐기물소각,충남,1.2,4,0.0,0.0,20.6,1.0,0.0,0.0,1.0,6.0,1,1,12,459.1,0.7553723875949406
WNW, ,0.0,0.0,24.0,논두렁소각,경기,3.9,4,0.0,0.0,19.0,1.8,0.0,1.0,1.0,8.0,0,1,32,264.4,1.0055611867476546
WNW, ,0.0,0.0,6.0,논밭두렁소각,강원,6.2,4,0.0,0.0,19.2,1.5,0.0,0.0,2.0,2.0,0,0,0,557.5,0.14342072018592167
SE, ,0.0,0.0,24.0,담뱃불실화,경기,3.9,4,0.0,0.0,19.0,1.3,0.0,2.0,8.0,35.0,7,63,399,177.9,-0.2936343151640247
SE, ,0.0,0.0,20.0,군부대사격중실화,강원,9.9,4,0.0,0.0,19.4,2.5,0.0,0.0,0.0,1.0,0,0,0,1107.8,-1.1025108700041715
W, ,0.0,0.0,32.0,입산자실화추정,서울,3.9,3,0.0,0.0,15.8,5.0,0.0,0.0,6.0,45.0,5,52,631,376.0,0.8650532715819682
W, ,0.0,0.0,82.0,입산자실화추정,경북,5.3,3,0.0,0.0,7.0,2.7,0.0,0.0,0.0,1.0,0,0,2,330.0,1.002777149631353
W, ,0.0,0.0,35.0,논두렁소각,경기,2.9,3,0.0,0.0,15.3,4.2,0.0,1.0,1.0,17.0,3,18,195,471.3,0.11082058604392908
N, ,0.0,0.0,23.0,농산폐기물소각,충북,1.2,3,0.0,0.0,17.9,9.0,0.0,0.0,0.0,9.0,0,0,22,291.8,0.9912600727850839
WNW, ,0.0,0.0,32.0,인삼밭폐기물소각,전북,0.8,3,0.0,0.0,16.5,3.3,0.0,0.0,1.0,5.0,1,3,39,291.3,1.2326909528145409
NNW, ,0.0,0.0,23.0,농산폐기물소각,충북,1.2,3,0.0,0.0,17.9,4.5,0.0,0.0,2.0,7.0,1,5,19,348.4,0.9884911388322039
W, ,0.0,0.0,25.0,논두렁소각,충북,2.4,3,0.0,0.0,18.1,3.5,0.0,0.0,0.0,5.0,0,0,2,408.8,0.6434689539684308
WNW, ,0.0,0.0,24.0,밭두렁소각,충남,1.2,3,0.0,0.0,19.3,6.0,0.0,0.0,0.0,5.0,1,2,9,169.0,0.9256704277918496
NW, ,0.0,0.0,25.0,밭두렁소각,경북,4.5,3,0.0,0.0,20.3,5.0,0.0,1.0,1.0,3.0,1,1,12,336.7,0.9112096398815446
WSW, ,0.0,0.0,12.0,밭두렁소각,강원,9.9,3,0.0,0.0,18.8,2.5,0.0,1.0,1.0,3.0,0,0,0,394.9,1.1552829119903838
WNW, ,0.0,0.0,24.0,담뱃불실화,경기,7.0,4,0.0,0.0,18.4,4.5,0.0,1.0,1.0,3.0,1,1,5,145.8,1.0913219723130985
WSW, ,0.0,0.0,12.0,논밭두렁소각,강원,9.9,3,0.0,0.0,18.8,2.5,0.0,0.0,0.0,0.0,0,0,0,814.0,1.1552829119903838
SW, ,0.0,0.0,23.0,담뱃불실화,경기,3.0,3,0.0,0.0,18.7,2.0,0.0,0.0,1.0,8.0,0,7,47,91.9,1.138034348341563
NE, ,0.0,0.0,54.0,농산폐기물소각,경북,1.4,3,0.0,0.0,16.1,4.0,0.0,0.0,1.0,1.0,1,2,5,141.0,0.8955334711889903
WNW, ,0.0,0.0,34.0,농산폐기물소각,경기,3.9,3,0.0,0.0,13.7,4.0,0.0,0.0,1.0,26.0,2,6,302,288.3,1.1762930134924474
WNW, ,0.0,0.0,27.0,밭두렁소각,경남,7.3,3,0.0,0.0,20.2,4.7,0.0,1.0,2.0,16.0,9,28,287,381.0,0.8955334711889903
W, ,0.0,0.0,45.0,밭두렁소각,충북,2.4,2,0.0,0.0,12.5,2.5,0.0,1.0,1.0,5.0,0,0,3,470.8,1.0962923954481592
S, ,0.0,0.0,33.0,등산객실화추정,경남,4.0,2,0.0,0.0,20.2,5.7,0.0,0.0,0.0,4.0,0,7,57,378.8,0.4747492582390003
SSW, ,0.0,0.0,13.0,어린이불장난,강원,6.5,2,0.0,0.0,19.7,4.7,0.0,0.0,0.0,5.0,0,0,0,802.3,-1.0957251775579777
SW, ,0.0,0.0,13.0,논밭두렁소각,강원,4.9,2,0.0,0.0,18.8,3.5,0.0,0.0,1.0,3.0,0,0,0,254.5,-1.5983806414026076
SSW, ,0.0,0.0,17.0,입산자실화,강원,4.5,2,0.0,0.0,17.2,6.0,0.0,0.0,1.0,1.0,0,0,1,1053.5,-0.21729415441717204
S, ,0.0,0.0,26.0,입산자실화추정,충남,1.2,2,0.0,0.0,18.7,1.0,0.0,0.0,1.0,10.0,0,0,177,119.6,0.931790230915352
SW, ,0.0,0.0,18.0,밭두렁소각,경기,7.0,3,0.0,0.0,20.0,1.0,0.0,0.0,1.0,4.0,0,0,6,237.9,-1.4463995709442066
NW, ,0.0,0.0,18.0,등산객실화추정,대전,1.2,2,0.0,0.0,17.7,0.8,0.0,0.0,0.0,9.0,0,11,182,404.2,0.9340897265660636
SSW, ,0.0,0.0,24.0,어린이불장난,서울,3.9,2,0.0,0.0,14.7,2.3,0.0,2.0,6.0,39.0,18,64,499,291.6,-0.92260873820538
SSW, ,0.0,0.0,14.0,어린이불장난,강원,6.5,1,0.0,0.0,16.2,2.7,0.0,0.0,1.0,4.0,0,0,2,204.4,-1.4795995383253575
W, ,0.0,0.0,16.0,폐비닐소각부주의,충북,2.4,1,0.0,0.0,16.8,1.5,0.0,0.0,1.0,4.0,0,0,2,529.9,0.8514085923116721
WNW, ,0.0,0.0,25.0,성묘객실화,경기,3.9,1,0.0,0.0,14.8,4.0,0.0,0.0,1.0,23.0,0,2,325,161.4,-1.2451741707874966
S, ,0.0,0.0,12.0,입산자실화,강원,6.5,1,0.0,0.0,17.1,3.3,0.0,0.0,1.0,3.0,0,0,1,315.1,-1.0908958336492236
WNW, ,0.0,0.0,30.0,논두렁소각,대구,2.4,1,0.0,0.0,17.8,5.3,0.0,3.0,6.0,11.0,20,30,40,192.5,0.3430807592764174
NW, ,0.0,0.0,32.0,정신이상자실화,경북,1.5,1,0.0,0.0,18.1,3.5,0.0,0.0,0.0,3.0,0,0,11,333.4,-1.0957251775579777
WSW, ,0.0,0.0,22.0,논두렁소각,경북,0.5,3,0.0,0.0,21.1,4.0,0.0,0.0,1.0,12.0,0,5,50,385.3,0.8514085923116721
NNE, ,0.0,0.0,47.0,휴반소각,강원,1.3,3,0.0,0.0,15.9,3.7,0.0,0.0,0.0,1.0,0,0,0,383.4,1.1213076316345998
SE, ,0.0,0.0,61.0,약초밭소각중실화,경기,1.3,3,0.0,0.0,12.5,3.5,0.0,0.0,1.0,5.0,0,0,15,237.9,-1.5060630239083033
WSW, ,0.0,0.0,26.0,입산자실화추정,대구,0.5,2,0.0,0.0,17.9,8.0,0.0,4.0,6.0,11.0,24,30,47,121.4,0.8447132010382807
E, ,0.0,0.0,40.0,논두렁소각,전남,10.3,6,0.0,0.0,16.4,6.0,0.0,0.0,1.0,3.0,0,1,23,167.3,1.2440767606573415
WSW, ,0.0,0.0,24.0,담뱃불실화,충북,26.7,6,0.0,0.0,17.8,6.7,0.0,0.0,1.0,7.0,0,0,7,256.5,-1.397643105183517
S, ,0.0,0.0,29.0,논두렁소각,광주,17.0,6,0.0,0.0,16.2,5.3,0.0,0.0,4.0,9.0,6,73,113,255.7,1.0846384330194203
W, ,0.0,0.0,23.0,입산자실화추정,충남,15.1,6,0.0,0.0,17.2,3.0,0.0,0.0,0.0,10.0,0,0,42,427.7,0.3922671298741007
SSW, ,0.0,0.0,22.0,입산자실화,강원,0.9,1,0.0,0.0,16.0,3.2,0.0,1.0,1.0,4.0,0,0,1,203.9,-1.521206909390263
WSW, ,0.0,0.0,35.0,성묘객실화,경남,17.9,5,0.0,0.0,14.2,8.0,0.0,0.0,0.0,4.0,0,1,70,424.5,0.7553723875949406
SW, ,0.0,0.0,29.0,밭두렁소각,경기,1.3,2,0.0,0.0,16.1,1.5,0.0,0.0,0.0,5.0,0,1,11,627.9,1.1496337660443439
W, ,0.0,0.0,38.0,논두렁소각,전남,11.4,5,0.0,0.0,13.3,4.7,0.0,1.0,1.0,5.0,1,9,64,471.7,1.0320595646351762
W, ,0.0,0.0,40.0,입산자실화,경기,7.1,4,0.0,0.0,13.4,3.2,0.0,0.0,1.0,17.0,2,6,176,199.2,-0.06508594407475954
W, ,0.0,0.0,50.0,입산자실화,경기,1.9,2,0.0,0.0,10.0,4.0,0.0,1.0,6.0,46.0,8,90,812,150.9,0.9800872884487226
SE, ,0.0,0.0,68.0,입산자실화,경북,3.8,17,0.0,0.0,7.1,1.0,0.0,0.0,0.0,3.0,0,0,4,429.0,0.42056400384802334
NW, ,0.0,0.0,30.0,논두렁소각,경기,92.6,19,0.0,0.0,11.8,4.0,0.0,0.0,1.0,27.0,1,71,268,221.1,0.013419695712691748
정온, ,0.0,0.0,64.0,농산폐기물소각,충북,0.5,2,0.0,0.0,7.6,0.0,0.0,0.0,0.0,2.0,0,0,2,394.5,1.1754388976980665
S, ,0.0,0.0,69.0,논두렁소각,전남,7.1,18,0.0,0.0,9.2,2.0,0.0,1.0,1.0,5.0,13,15,45,191.5,0.8487970341391013
NW, ,0.0,0.0,37.0,등산객실화,전주,0.7,17,0.0,0.0,12.9,2.3,0.0,0.0,1.0,6.0,1,17,51,795.2,0.931790230915352
SW, ,0.0,0.0,15.0,정신이상자실화,강원,0.6,2,0.0,0.0,13.3,0.5,0.0,0.0,0.0,3.0,0,0,0,852.9,1.035987196731647
SW, ,0.0,0.0,15.0,정신이상자실화,강원,0.6,2,0.0,0.0,13.3,0.5,0.0,0.0,0.0,3.0,0,0,0,852.9,1.035987196731647
NNE, ,0.0,0.0,28.0,농산폐기물소각,경남,1.1,17,0.0,0.0,15.5,3.2,0.0,0.0,0.0,3.0,0,3,51,668.6,1.2700742066569188
S, ,0.0,0.0,24.0,군부대사격중실화,경기,0.5,6,0.0,0.0,14.0,2.5,0.0,1.0,5.0,32.0,3,24,390,116.6,1.0057289678139558
S, ,0.0,0.0,44.0,농산폐기물소각,충북,2.4,15,0.0,0.0,11.4,0.8,0.0,0.0,2.0,7.0,0,5,12,348.4,-0.7348389498825869
SE, ,0.0,0.0,36.0,논두렁소각,경남,5.7,17,0.0,0.0,13.7,2.0,0.0,0.0,2.0,9.0,1,4,44,84.6,1.1754388976980665
SW, ,0.0,0.0,50.0,군부대사격중실화,인천,1.6,6,0.0,0.0,10.0,3.7,0.0,3.0,4.0,36.0,43,162,676,122.9,-1.4463995709442066
WSW, ,0.0,0.0,64.0,탐스프리트훈련중실화,충북,0.5,1,0.0,0.0,7.8,2.0,0.0,0.0,1.0,2.0,1,2,2,635.6,0.9953825572808055
N, ,0.0,0.0,34.0,논두렁소각,광주,5.0,17,0.0,0.0,10.3,6.0,0.0,0.0,1.0,11.0,7,17,115,151.4,0.41948623308604566
S, ,0.0,0.0,27.0,탐스프리트훈련중실화,경남,1.1,16,0.0,0.0,15.3,2.2,0.0,0.0,0.0,3.0,0,4,39,773.7,0.8355740970916035
NW, ,0.0,0.0,36.0,농산폐기물소각,전북,5.6,17,0.0,0.0,12.7,2.5,0.0,0.0,0.0,3.0,0,1,6,165.6,-1.4795995383253575
WNW, ,0.0,0.0,52.0,밭두렁소각,전남,5.0,16,0.0,0.0,13.7,1.7,0.0,1.0,1.0,5.0,2,3,28,122.7,0.9338438522099801
ESE, ,0.0,0.0,63.0,입산자실화추정,경북,2.7,14,0.0,0.0,8.2,1.5,0.0,0.0,1.0,10.0,3,3,51,278.7,0.931790230915352
W, ,0.0,0.0,54.0,입산자실화추정,경기,2.0,14,0.0,0.0,7.7,2.5,0.0,0.0,0.0,8.0,0,2,34,754.2,1.118739666112709
SSW, ,0.0,0.0,46.0,성묘객실화,대구,11.0,14,0.0,0.0,13.6,2.0,0.0,0.0,0.0,10.0,0,0,35,579.0,-1.448305423701656
NNW, ,0.0,0.0,21.0,밭두렁소각,충남,47.6,16,0.0,0.0,16.2,2.5,0.0,0.0,1.0,5.0,7,14,52,300.4,0.9920900521378979
WNW, ,0.0,0.0,26.0,밭두렁소각,전남,4.5,15,0.0,0.0,15.8,4.0,0.0,2.0,2.0,3.0,32,33,46,156.4,-0.5276727167566565
SSE, ,0.0,0.0,34.0,등산객실화,전남,5.0,15,0.0,0.0,16.0,3.0,0.0,0.0,0.0,9.0,0,1,110,422.9,1.2215475954241306
WSW, ,0.0,0.0,17.0,논두렁소각,강원,4.0,14,0.0,0.0,15.4,2.5,0.0,0.0,0.0,3.0,0,0,0,532.0,1.2233061464934467
SW, ,0.0,0.0,27.0,논두렁소각,경기,92.6,16,0.0,0.0,14.5,1.7,0.0,2.0,7.0,48.0,12,50,742,369.2,1.2078075285734866
S, ,0.0,0.0,26.0,탐스프리트훈련중실화,경북,11.7,14,0.0,0.0,15.3,2.0,0.0,0.0,0.0,3.0,0,0,18,442.6,0.9920900521378979
S, ,0.0,0.0,19.0,논두렁소각,충남,2.2,15,0.0,0.0,16.9,2.0,0.0,0.0,0.0,5.0,1,2,9,169.0,0.6135079316379114
SW, ,0.0,0.0,22.0,담뱃불실화추정,경기,0.5,3,0.0,0.0,15.1,2.0,0.0,0.0,1.0,26.0,0,2,310,155.5,1.285432255599608
NW, ,0.0,0.0,18.0,담뱃불실화추정,전남,5.0,15,0.0,0.0,17.4,3.2,0.0,0.0,1.0,10.0,2,10,113,72.4,1.332674997945706
WNW, ,0.0,0.0,30.0,입산자실화추정,전남,5.0,15,0.0,0.0,14.0,2.3,0.0,0.0,0.0,7.0,0,0,40,225.3,1.2614705138738516
NW, ,0.0,0.0,17.0,논밭두렁소각,강원,4.0,14,0.0,0.0,15.4,0.5,0.0,0.0,0.0,4.0,0,0,5,513.0,-1.3383461394083298
SW, ,0.0,0.0,28.0,입산자실화추정,경기,2.0,13,0.0,0.0,13.4,1.0,0.0,0.0,0.0,6.0,1,2,14,178.2,0.8842350147041956
SW, ,0.0,0.0,55.0,입산자실화,강원,4.0,12,0.0,0.0,1.8,2.0,0.0,0.0,0.0,3.0,0,0,0,866.3,-1.5968799357473555
NNW, ,0.0,0.0,63.0,밭두렁소각,전남,7.1,13,0.0,0.0,5.0,1.5,0.0,0.0,0.0,0.0,0,0,1,89.1,1.3033266641510401
N, ,0.0,0.0,51.0,논두렁소각,충남,2.2,13,0.0,0.0,3.7,3.0,0.0,1.0,1.0,5.0,0,1,16,110.7,0.7825237960278331
N, ,0.0,0.0,25.0,입산자실화추정,전남,7.1,13,0.0,0.0,13.5,3.0,0.0,0.0,0.0,3.0,0,2,26,492.2,-1.3327940992162781
W, ,0.0,0.0,32.0,입산자실화추정,경기,92.6,14,0.0,0.0,9.7,3.0,0.0,0.0,0.0,8.0,0,1,39,270.7,0.324751441724717
NNW, ,0.0,0.0,45.0,논두렁소각,전남,4.5,13,0.0,0.0,10.5,1.3,0.0,0.0,0.0,7.0,1,5,45,74.4,1.1452138381741244
NNW, ,0.0,0.0,37.0,농산폐기물소각,경남,5.7,12,0.0,0.0,10.8,2.7,0.0,0.0,2.0,8.0,29,98,180,432.5,1.3510693020981166
N, ,0.0,0.0,57.0,입산자실화,경남,5.7,11,0.0,0.0,2.0,3.5,0.0,0.0,0.0,5.0,1,1,42,1119.1,1.3487905580414281
WNW, ,0.0,0.0,56.0,밭두렁소각,전남,5.0,12,0.0,0.0,3.5,5.0,0.0,0.0,0.0,3.0,1,1,10,409.3,1.188171451357783
W, ,0.0,0.0,31.0,농산폐기물소각,경남,14.0,12,0.0,0.0,15.2,5.0,0.0,0.0,1.0,5.0,1,7,62,63.0,1.3536313504262711
WNW, ,0.0,0.0,32.0,논두렁소각,대구,11.0,11,0.0,0.0,13.6,10.7,0.0,1.0,4.0,13.0,3,26,47,204.8,-1.3383461394083298
NW, ,0.0,0.0,17.0,군부대사격중실화,경북,27.1,11,0.0,0.0,16.3,4.0,0.0,0.0,0.0,3.0,1,3,18,283.6,-0.359648408269277
WNW, ,0.0,0.0,29.0,입산자실화,부산,15.0,11,0.0,0.0,16.6,7.3,0.0,0.0,2.0,11.0,0,8,112,350.3,1.3381031404344064
W, ,0.0,0.0,29.0,조명탄사격훈련,경남,15.0,11,0.0,0.0,16.6,6.7,0.0,1.0,2.0,16.0,6,19,339,273.5,1.0606431015430307
SW, ,0.0,0.0,33.0,입산자실화,경남,1.6,11,0.0,0.0,14.5,7.7,0.0,0.0,0.0,7.0,1,3,95,418.0,1.352597111722944
WNW, ,0.0,0.0,75.0,입산자실화,전북,0.7,12,0.0,0.0,7.5,6.5,0.0,0.0,0.0,4.0,0,0,19,134.0,0.8998718842071356
W, ,0.0,0.0,33.0,논두렁소각,전남,0.5,3,0.0,0.0,13.3,8.7,0.0,0.0,0.0,1.0,0,0,24,260.8,1.3392620168431295
W, ,0.0,0.0,17.0,군부대사격중실화,경북,27.1,11,0.0,0.0,16.3,3.7,0.0,0.0,0.0,3.0,2,3,18,169.5,0.9353211365785161
W, ,0.0,0.0,62.0,농산폐기물소각,전남,7.1,12,0.0,0.0,11.1,5.5,0.0,0.0,1.0,4.0,0,17,40,358.9,1.2992519070312407
W, ,0.0,0.0,34.0,농산폐기물소각,경남,7.5,11,0.0,0.0,13.4,7.5,0.0,0.0,0.0,5.0,1,1,46,268.0,1.1676700705618301
SSE, ,0.0,0.0,26.0,농산폐기물소각,경남,2.9,11,0.0,0.0,17.4,5.3,0.0,0.0,0.0,6.0,0,1,166,309.9,1.3292939034690954
W, ,0.0,0.0,36.0,밭두렁소각,전남,5.0,12,0.0,0.0,10.3,4.0,0.0,0.0,0.0,9.0,0,1,110,422.9,-1.4960994426539975
W, ,0.0,0.0,62.0,무속행위실화,전남,7.1,12,0.0,0.0,11.1,5.0,0.0,1.0,1.0,5.0,14,19,51,100.9,1.3223088414263677
WSW, ,0.0,0.0,49.0,입산자실화추정,경기,89.3,12,0.0,0.0,6.8,4.0,0.0,0.0,2.0,28.0,0,7,368,566.3,0.7574569384702379
W, ,0.0,0.0,28.0,논두렁소각추정,경기,85.3,12,0.0,0.0,8.5,5.5,0.0,0.0,4.0,44.0,6,106,797,150.9,0.7704276386547931
W, ,0.0,0.0,28.0,성묘객실화,경기,89.3,12,0.0,0.0,10.7,3.0,0.0,2.0,8.0,37.0,17,46,466,208.1,1.3171154511505432
W, ,0.0,0.0,23.0,군부대사격중실화,경기,2.0,10,0.0,0.0,12.0,4.5,0.0,0.0,1.0,5.0,0,0,15,237.9,1.31083136760157
S, ,0.0,0.0,34.0,밭두렁소각,경남,2.6,10,0.0,0.0,13.8,1.5,0.0,0.0,1.0,4.0,0,3,17,1041.0,-1.0908958336492236
ESE, ,0.0,0.0,31.0,입산자실화추정,전남,0.5,2,0.0,0.0,13.7,2.3,0.0,0.0,0.0,2.0,3,3,28,117.8,1.3027179302557799
NW, ,0.0,0.0,20.0,밭두렁소각,전남,5.0,11,0.0,0.0,14.2,2.0,0.0,0.0,1.0,3.0,0,0,9,667.5,1.1567021503745545
NNW, ,0.0,0.0,32.0,농산폐기물소각,경남,21.7,11,0.0,0.0,14.2,2.5,0.0,0.0,0.0,3.0,1,2,48,257.9,1.3205351637741098
N, ,0.0,0.0,47.0,논두렁소각,전남,0.6,2,0.0,0.0,9.8,3.8,0.0,0.0,0.0,0.0,1,2,19,234.6,1.3575300632244254
WNW, ,0.0,0.0,36.0,입산자실화추정,경기,89.3,12,0.0,0.0,8.0,5.2,0.0,0.0,1.0,22.0,1,1,254,810.3,1.231543612218004
