diravg,dirmax,humidcurr,humidmin,humidrel,ocurcause,ocurdo,rainamount,raindays,riskavg,riskmax,tempavg,windavg,windmax,within_5km,within_10km,within_30km,within_5km_fact,within_10km_fact,within_30km_fact,height,scale_damage
S,ESE,0.0,0.0,24.0,농산부산물소각,경남,1.5,11,0.0,0.0,21.2,2.6,9.3,0.0,0.0,8.0,0,1,167,161.0,0.3025205127160111
W,SW,0.0,0.0,24.0,입산자실화 추정,강원,2.0,7,0.0,0.0,19.8,1.8,4.5,1.0,1.0,2.0,0,0,1,277.2,-1.5796278563040138
N,ENE,0.0,0.0,34.0,입산자실화,전남,0.5,11,0.0,0.0,17.6,1.7,3.5,0.0,0.0,0.0,1,2,8,217.7,0.3584935694144705
NNE,ESE,0.0,0.0,29.0,담뱃불실화,강원,1.0,5,0.0,0.0,15.0,4.0,6.5,1.0,4.0,16.0,9,76,238,641.3,-1.5560650713593434
WNW,SW,0.0,0.0,37.0,쓰레기소각,전남,0.5,11,0.0,0.0,11.7,4.3,3.3,0.0,1.0,5.0,3,19,55,120.9,-1.4413173524848348
ENE,E,0.0,0.0,53.0,조사중,경남,1.5,10,0.0,0.0,22.0,3.8,7.4,0.0,1.0,4.0,0,4,28,648.0,-1.5398189393438693
WNW,SSW,0.0,0.0,26.0,농산폐기물소각,경기,6.0,6,0.0,0.0,20.3,3.5,7.7,0.0,1.0,4.0,0,0,3,344.8,-1.27223315116437
SW,NNW,0.0,0.0,26.0,담뱃불실화 추정,경북,3.5,6,0.0,0.0,23.1,2.3,5.0,0.0,1.0,9.0,1,2,38,486.5,0.8749475866537252
WSW,SE,0.0,0.0,48.0,쓰레기소각,강원,2.5,4,0.0,0.0,20.7,3.4,7.4,0.0,0.0,4.0,0,0,1,502.9,0.6120374007729721
WSW,WSW,0.0,0.0,2.9,입산자실화,전남,1.5,10,0.0,0.0,14.3,4.3,7.4,0.0,0.0,4.0,0,0,39,80.8,-1.3719886811400708
WNW,NNE,0.0,0.0,40.0,입산자실화 추정,경기,0.5,5,0.0,0.0,13.3,2.4,6.2,2.0,4.0,41.0,8,34,655,234.7,0.7312829357251445
W,W,0.0,0.0,19.0,원인미상,경기,0.5,5,0.0,0.0,17.2,4.3,6.6,0.0,1.0,21.0,1,1,148,497.7,-1.5734124184048572
W,NNE,0.0,0.0,35.0,원인미상,경기,1.0,5,0.0,0.0,17.8,3.7,3.8,0.0,3.0,16.0,2,20,218,71.8,-1.3926942648823686
SSW,W,0.0,0.0,33.0,쓰레기소각,충남,1.5,5,0.0,0.0,16.3,3.4,6.8,0.0,0.0,6.0,0,2,32,489.4,-1.5010315653313395
SSW,WNW,0.0,0.0,33.0,주택화재비화,경북,2.0,4,0.0,0.0,21.6,1.9,5.9,0.0,0.0,1.0,0,0,5,625.7,-1.5060630239083033
NW,WSW,0.0,0.0,41.0,쓰레기소각,전남,0.5,9,0.0,0.0,18.2,2.5,6.1,0.0,0.0,0.0,1,5,14,125.1,-1.599584598514545
S,SSW,0.0,0.0,22.0,쓰레기소각,충남,6.5,9,0.0,0.0,20.5,2.1,5.3,0.0,0.0,5.0,0,1,16,139.4,-1.0361496413885645
WSW,NNE,0.0,0.0,26.0,쓰레기소각,충북,1.7,5,0.0,0.0,18.4,5.0,6.8,0.0,0.0,3.0,0,0,0,480.5,-1.7232112616522448
SW,NW,0.0,0.0,18.0,창고화재비화,인천,0.8,5,0.0,0.0,12.4,2.7,2.3,2.0,8.0,33.0,111,284,654,186.2,0.5555469286414007
WNW,N,0.0,0.0,46.0,담뱃불실화,전남,0.5,9,0.0,0.0,16.2,4.0,5.3,0.0,1.0,4.0,0,2,43,380.4,-1.5145384270407982
SW,W,0.0,0.0,75.0,입산자실화 추정,경기,0.5,5,0.0,0.0,14.2,3.4,4.2,0.0,2.0,36.0,1,6,444,328.5,0.6368087085025453
W,SSW,0.0,0.0,57.0,입산자실화,전남,1.0,9,0.0,0.0,16.3,1.6,5.5,1.0,1.0,5.0,3,8,63,471.7,-1.5867286279919677
WSW,WNW,0.0,0.0,37.0,농산폐기물소각,경북,0.7,5,0.0,0.0,14.8,1.6,5.5,0.0,1.0,3.0,0,4,17,805.8,-0.5739270243004313
W,S,0.0,0.0,48.0,쓰레기소각,서울,0.5,4,0.0,0.0,9.0,1.8,2.6,2.0,9.0,49.0,11,85,834,159.8,-1.614140007534325
WNW,NNW,0.0,0.0,52.0,산나물채취자 실화 추정,전북,1.0,2,0.0,0.0,14.4,2.4,6.2,0.0,1.0,5.0,0,3,39,291.3,0.824804852845735
WNW,WNW,0.0,0.0,44.0,산나물채취자 실화,전북,1.0,2,0.0,0.0,16.1,3.3,7.7,0.0,0.0,8.0,1,2,53,56.2,0.6453841377196018
W,NW,0.0,0.0,28.0,성묘객실화 추정,경북,2.5,3,0.0,0.0,18.4,5.1,9.5,0.0,0.0,3.0,0,0,8,445.4,-1.598771712154457
5,NNE,0.0,0.0,90.0,쓰레기소각,전남,0.5,8,0.0,0.0,18.2,0.0,6.3,0.0,0.0,7.0,1,4,51,104.4,-1.3545709229571927
W,NW,0.0,0.0,57.0,입산자실화,전남,0.5,8,0.0,0.0,18.5,3.7,10.5,0.0,0.0,2.0,0,1,9,40.7,-0.4277009229083103
WNW,WNW,0.0,0.0,49.0,입산자실화,전남,0.5,8,0.0,0.0,18.1,4.9,8.1,0.0,0.0,3.0,0,0,31,62.2,0.21497973056282094
ESE,ESE,0.0,0.0,36.0,등산객실화 추정,전북,3.0,8,0.0,0.0,14.3,1.9,8.9,0.0,0.0,3.0,0,0,15,391.1,-1.453285932209347
SW,SW,0.0,0.0,26.0,담뱃불실화,서울,0.5,4,0.0,0.0,12.1,4.0,6.3,5.0,10.0,39.0,50,148,431,115.5,0.828378847527343
NE,N,0.0,0.0,45.0,입산자실화,전남,1.0,8,0.0,0.0,5.2,1.1,2.5,0.0,0.0,7.0,0,0,96,817.6,1.2369593918101884
WSW,NNE,0.0,0.0,41.0,쓰레기소각,경기,5.6,3,0.0,0.0,12.7,5.6,9.8,0.0,1.0,9.0,0,2,106,381.5,-1.680328625327801
NNW,WSW,0.0,0.0,33.0,등산객 담뱃불실화,경남,0.5,7,0.0,0.0,16.0,2.2,8.7,0.0,0.0,2.0,2,2,33,166.0,-1.5619807467415774
WSW,WNW,0.0,0.0,30.0,원인미상,서울,0.5,3,0.0,0.0,12.8,5.0,7.8,1.0,2.0,10.0,4,8,85,164.0,-1.1489601860309504
WNW,NNW,0.0,0.0,30.0,쓰레기소각,경기,6.0,3,0.0,0.0,13.2,4.8,7.3,0.0,1.0,9.0,0,3,90,433.4,-1.680328625327801
N,W,0.0,0.0,35.0,농산폐기물소각,전북,3.0,7,0.0,0.0,13.8,2.8,10.4,0.0,0.0,5.0,0,0,19,642.4,0.8313574769052978
NW,NNW,0.0,0.0,38.0,조사중,충남,0.5,1,0.0,0.0,11.9,5.5,9.9,0.0,0.0,7.0,0,0,30,472.9,0.7953838660191646
WNW,W,0.0,0.0,12.0,입산자실화,경기,1.0,3,0.0,0.0,11.9,5.0,9.7,1.0,4.0,33.0,9,61,460,448.1,-1.5922142254114084
WNW,WNW,0.0,0.0,16.0,입산자실화 추정,경북,7.0,7,0.0,0.0,13.5,4.2,8.0,0.0,0.0,3.0,0,0,16,562.6,-1.6271015342715112
W,E,0.0,0.0,30.0,입산자실화,경기,0.5,3,0.0,0.0,11.6,6.9,8.1,0.0,2.0,7.0,1,1,31,754.9,-1.139351490020165
WNW,NW,0.0,0.0,45.0,쓰레기소각,울산,1.1,1,0.0,0.0,12.1,2.8,7.6,1.0,2.0,7.0,44,125,177,113.8,-1.5498008386627085
NNE,NW,0.0,0.0,51.0,입산자실화,전남,1.5,7,0.0,0.0,9.5,5.7,9.3,0.0,0.0,3.0,0,0,5,131.7,0.8660992090604206
NNW,NNE,0.0,0.0,55.0,입산자실화,전남,0.5,7,0.0,0.0,9.2,4.8,6.9,0.0,0.0,2.0,0,0,9,715.3,-1.614140007534325
NNW,NW,0.0,0.0,42.0,농산폐기물소각,충남,6.5,7,0.0,0.0,10.2,4.1,5.7,1.0,1.0,5.0,0,1,16,115.1,-1.5426652763640194
N,WNW,0.0,0.0,34.0,원인미상,광주,1.0,7,0.0,0.0,8.4,4.6,7.9,0.0,2.0,5.0,0,2,49,107.0,-1.4927318975756885
NNW,NNW,0.0,0.0,34.0,농산부산물소각,전남,7.5,8,0.0,0.0,9.0,9.0,12.3,0.0,0.0,0.0,0,0,0,274.5,0.9560287146804997
NW,NW,0.0,0.0,47.0,입산자실화,경기,1.0,3,0.0,0.0,3.8,2.8,6.4,1.0,5.0,46.0,2,47,705,369.2,0.8539723383126432
WNW,WNW,0.0,0.0,36.0,쓰레기소각,충남,6.5,6,0.0,0.0,11.2,5.8,10.9,1.0,1.0,4.0,0,0,16,26.4,1.250307649902056
WSW,WNW,0.0,0.0,40.0,쓰레기소각,경기,0.8,2,0.0,0.0,9.1,3.5,8.3,0.0,5.0,40.0,6,88,749,94.9,-1.618270225094176
WNW,W,0.0,0.0,31.0,농산폐기물소각 추정,경남,2.0,5,0.0,0.0,8.3,1.0,4.3,0.0,1.0,4.0,0,4,49,381.3,0.947487899818776
W,WSW,0.0,0.0,31.0,묶은밭에서 잡풀소각,전북,3.5,5,0.0,0.0,8.9,5.0,8.5,0.0,0.0,4.0,0,0,17,473.0,0.6108890187111313
NW,W,0.0,0.0,35.0,논밭두렁소각,충남,2.7,4,0.0,0.0,19.1,2.7,5.3,0.0,1.0,2.0,1,10,18,101.6,-0.27374785001388224
SW,NNE,0.0,0.0,25.0,농산폐기물소각,인천,2.0,4,0.0,0.0,19.0,3.0,8.0,1.0,5.0,31.0,24,141,579,106.1,0.9146095505941348
NNW,NNW,0.0,0.0,43.0,농산폐기물소각,충남,2.7,4,0.0,0.0,21.2,2.7,6.0,0.0,0.0,5.0,1,2,38,440.8,-1.3030249711564144
SE,ESE,0.0,0.0,28.0,묘소 둑 소각,경북,6.9,3,0.0,0.0,19.1,1.3,5.9,0.0,0.0,4.0,0,1,20,277.4,-1.4479859447725478
NW,NNW,0.0,0.0,18.0,논두렁소각,전북,1.2,3,0.0,0.0,17.8,1.6,4.5,0.0,0.0,2.0,1,1,6,170.3,0.14649405007169525
SSW,S,0.0,0.0,24.0,쓰레기소각,부산,14.5,3,0.0,0.0,19.5,3.2,3.1,0.0,1.0,12.0,3,5,175,55.4,-1.618270225094176
SSE,NW,0.0,0.0,18.0,사찰화재비화(전기누전),경남,9.5,2,0.0,0.0,13.6,1.2,1.4,0.0,0.0,9.0,2,5,117,249.3,0.5777144749688061
WSW,ESE,0.0,0.0,18.0,입산자실화 추정,인천,2.0,3,0.0,0.0,13.4,1.0,1.0,1.0,8.0,34.0,93,281,669,201.8,0.4456339541120333
NE,NNW,0.0,0.0,39.0,논밭두렁소각,경북,6.9,2,0.0,0.0,17.3,1.5,3.1,0.0,1.0,2.0,0,4,9,211.7,-1.6209805182911166
ESE,SSE,0.0,0.0,32.0,입산자실화 추정,인천,2.0,3,0.0,0.0,20.3,1.6,4.6,0.0,0.0,4.0,0,0,0,453.6,0.8911654248818776
SSE,NNW,0.0,0.0,23.0,암자(세종사)화재,세종,4.5,0,0.0,0.0,17.0,0.5,1.7,1.0,1.0,11.0,0,0,190,316.5,0.9467682796918252
WNW,NNE,0.0,0.0,22.0,원인미상,서울,0.5,11,0.0,0.0,16.0,3.6,1.4,2.0,9.0,45.0,24,208,627,527.4,0.9666967806775283
SE,SSW,0.0,0.0,27.0,원인미상,경기,1.7,8,0.0,0.0,22.0,3.5,10.3,0.0,1.0,5.0,0,2,7,280.0,0.39716421920341505
E,ENE,0.0,0.0,28.0,입산자실화 추정,경북,10.0,2,0.0,0.0,21.5,1.5,3.1,0.0,1.0,2.0,0,5,9,292.4,-1.5867286279919677
E,S,0.0,0.0,11.0,원인미상,강원,6.3,7,0.0,0.0,14.7,1.6,5.2,0.0,0.0,2.0,0,0,0,1174.1,0.3183034237373079
W,SW,0.0,0.0,30.0,작업장실화(용접 불티),강원,5.0,7,0.0,0.0,22.5,2.7,5.4,0.0,0.0,5.0,0,0,0,290.1,-1.660782738578232
SSW,NNW,0.0,0.0,25.0,조사중,경북,8.0,7,0.0,0.0,21.6,2.2,8.1,0.0,0.0,3.0,0,0,2,962.5,-0.7619664127895844
WSW,SSW,0.0,0.0,20.0,낙엽소각,서울,8.0,6,0.0,0.0,20.4,5.4,6.5,3.0,10.0,48.0,10,102,769,312.6,-1.5187815789694552
WSW,WNW,0.0,0.0,20.0,전선스파크 추정,강원,8.0,4,0.0,0.0,16.6,3.6,13.0,0.0,1.0,2.0,0,0,0,78.6,-1.6382600456592038
WSW,SSW,0.0,0.0,43.0,전기누전 추정,강원,5.0,4,0.0,0.0,17.2,3.6,11.3,0.0,0.0,4.0,0,0,0,611.3,-1.4974062471647853
WSW,SW,0.0,0.0,13.0,농산부산물소각,전남,1.5,7,0.0,0.0,18.3,4.3,7.1,0.0,0.0,6.0,0,0,90,413.0,-0.35491408859437557
WSW,W,0.0,0.0,15.0,논밭두렁소각,경북,7.0,4,0.0,0.0,17.8,3.6,8.6,0.0,1.0,4.0,0,1,12,170.6,1.196753959380428
W,WNW,0.0,0.0,22.0,농산폐기물소각,경북,1.5,4,0.0,0.0,15.6,4.4,8.6,0.0,1.0,3.0,0,5,7,210.8,-1.6252685432418066
WNW,W,0.0,0.0,18.0,입산자실화,대구,4.0,4,0.0,0.0,13.0,1.8,4.3,0.0,0.0,2.0,0,0,5,431.0,-1.5693434367596943
E,SSW,0.0,0.0,30.0,농산부산물소각,전남,0.5,6,0.0,0.0,13.7,1.4,4.9,0.0,1.0,4.0,12,15,41,347.5,0.5831721221269202
WSW,WSW,0.0,0.0,25.0,입산자실화,경북,4.8,3,0.0,0.0,16.8,3.6,7.2,1.0,1.0,2.0,4,4,11,436.6,-1.6246434862560732
WNW,WSW,0.0,0.0,18.0,비닐하우스 가스폭발,경북,1.5,3,0.0,0.0,18.5,4.3,7.3,0.0,0.0,3.0,0,0,8,342.9,-1.5286892706209139
WNW,W,0.0,0.0,27.0,입산자실화,전남,0.5,5,0.0,0.0,17.6,4.3,7.8,0.0,1.0,3.0,11,15,39,546.9,1.1251424376692465
NW,WNW,0.0,0.0,14.0,입산자실화,경북,4.0,3,0.0,0.0,20.5,1.9,5.9,0.0,1.0,2.0,1,1,13,279.0,-0.8599415022383776
WSW,W,0.0,0.0,27.0,입산자실화,경기,0.5,11,0.0,0.0,11.8,5.3,7.5,1.0,6.0,39.0,32,177,724,216.5,-1.5134481899462506
SE,W,0.0,0.0,28.0,입산자실화 추정,울산,3.6,3,0.0,0.0,18.7,4.2,6.4,0.0,2.0,6.0,4,25,62,352.1,0.4446573043872144
W,WNW,0.0,0.0,55.0,논밭두렁소각,경북,4.8,3,0.0,0.0,17.1,2.8,7.4,1.0,1.0,2.0,4,4,10,436.6,-1.5506651813599017
NW,NNW,0.0,0.0,45.0,조사중,경남,4.0,3,0.0,0.0,17.4,3.5,6.4,0.0,2.0,17.0,2,19,298,348.6,-0.5739270243004313
SSE,WNW,0.0,0.0,22.0,등산객실화 추정,전남,1.5,5,0.0,0.0,15.5,1.9,6.7,1.0,2.0,5.0,4,5,64,496.9,-0.16971348217480298
W,WSW,0.0,0.0,19.0,집주변 잡풀소각,전남,1.5,8,0.0,0.0,13.3,4.0,3.8,0.0,0.0,9.0,0,1,105,289.7,-1.5067842226412225
W,WSW,0.0,0.0,19.0,입산자실화 추정,전남,1.5,5,0.0,0.0,16.5,4.0,6.9,1.0,1.0,9.0,2,4,114,96.6,0.1919468869961366
W,NNW,0.0,0.0,22.0,도로쪽에서 화기(담뱃불)투기,전남,1.5,5,0.0,0.0,16.5,4.0,6.0,0.0,0.0,6.0,1,2,48,523.3,-1.5429383361770428
N,NW,0.0,0.0,48.0,밭두렁소각,광주,1.5,4,0.0,0.0,8.7,3.0,8.1,1.0,3.0,12.0,16,54,115,153.7,-1.5469523317715455
NNW,N,0.0,0.0,35.0,쓰레기소각,충남,0.9,1,0.0,0.0,10.8,3.0,8.6,0.0,1.0,10.0,0,1,187,243.5,-0.8599415022383776
SE,SSE,0.0,0.0,24.0,원인미상,대구,19.5,6,0.0,0.0,10.2,3.0,5.9,0.0,4.0,12.0,1,26,51,194.2,-1.5532798384889208
ENE,NE,0.0,0.0,21.0,입산자실화,부산,1.0,1,0.0,0.0,10.6,2.3,5.6,1.0,3.0,15.0,17,40,209,175.7,0.6480600533341465
S,SW,0.0,0.0,27.0,논밭두렁소각,경북,6.0,4,0.0,0.0,16.6,4.8,9.8,1.0,1.0,3.0,0,0,7,276.4,-0.765485859496648
SSW,WSW,0.0,0.0,23.0,논밭두렁소각,경북,6.0,4,0.0,0.0,18.2,5.1,5.0,0.0,1.0,2.0,0,1,4,319.9,0.3944608853322762
SSW,SE,0.0,0.0,30.0,쓰레기소각,경남,1.0,3,0.0,0.0,19.6,3.7,6.9,1.0,1.0,4.0,2,7,22,573.2,-1.5580897465554826
NW,NW,0.0,0.0,38.0,입산자실화 추정,경북,2.0,2,0.0,0.0,7.6,1.1,2.5,0.0,0.0,2.0,0,0,5,668.5,1.0333246690119067
WNW,SW,0.0,0.0,36.0,입산자실화,강원,2.7,2,0.0,0.0,11.1,3.0,6.9,0.0,0.0,4.0,0,0,2,342.0,0.8863129590462518
W,WSW,0.0,0.0,28.0,밭두렁소각,전남,4.8,10,0.0,0.0,13.2,5.6,3.9,0.0,2.0,9.0,0,1,110,469.5,1.2173358840856732
SSE,SW,0.0,0.0,37.0,사찰건립 현장 굴삭기 스파크로 발화,경북,2.0,10,0.0,0.0,16.2,2.9,7.2,0.0,0.0,12.0,0,0,52,439.6,1.0136455241311122
W,W,0.0,0.0,25.0,논밭두렁소각,전북,2.5,2,0.0,0.0,14.6,3.3,6.1,1.0,1.0,7.0,1,6,50,70.7,0.37889926800296425
S,W,0.0,0.0,43.0,논두렁소각,전남,0.5,2,0.0,0.0,12.9,5.2,9.3,0.0,0.0,4.0,0,1,52,57.8,0.9245806023695767
SW,SSW,0.0,0.0,20.0,주택내 쓰레기소각,경남,1.5,10,0.0,0.0,14.2,3.0,5.8,0.0,1.0,3.0,18,23,57,141.9,1.2412287049340023
S,WSW,0.0,0.0,29.0,농산폐기물소각,세종,3.4,2,0.0,0.0,12.5,4.5,7.3,0.0,0.0,4.0,2,4,13,118.2,1.3229989993466833
WSW,NNW,0.0,0.0,21.0,쓰레기소각,경북,1.0,10,0.0,0.0,13.1,2.5,7.4,1.0,1.0,2.0,0,1,3,188.3,1.0263898987106572
W,7,0.0,0.0,38.0,농산폐기물소각,경북,0.5,13,0.0,0.0,11.5,3.4,0.0,1.0,1.0,4.0,1,1,11,217.3,0.9996340688347979
SW,WSW,0.0,0.0,56.0,쓰레기소각,충남,1.5,2,0.0,0.0,10.8,3.0,5.4,0.0,0.0,7.0,0,0,63,232.3,0.3415845235734455
SSE,SSE,0.0,0.0,39.0,논두렁소각,전남,0.5,7,0.0,0.0,8.8,4.8,5.5,0.0,0.0,3.0,0,1,9,338.8,1.1938902940943499
W,E,0.0,0.0,31.0,논밭두렁소각,경북,1.0,10,0.0,0.0,5.8,1.5,1.6,1.0,1.0,7.0,2,2,35,359.9,0.959079906995272
NNW,NNW,0.0,0.0,57.0,쓰레기소각,전남,4.5,9,0.0,0.0,5.0,3.8,6.9,0.0,1.0,5.0,0,0,46,223.0,1.3408665247971712
WNW,W,0.0,0.0,25.0,논밭두렁소각 추정,경북,0.5,12,0.0,0.0,9.5,3.9,8.2,0.0,1.0,3.0,1,5,6,334.8,0.7724497565346313
W,SW,0.0,0.0,51.0,원인미상,서울,2.2,1,0.0,0.0,7.1,4.4,5.4,1.0,2.0,10.0,4,8,85,164.0,0.6740162293007559
NW,SSE,0.0,0.0,39.0,원인미상,경남,0.5,6,0.0,0.0,10.8,3.3,5.0,0.0,0.0,11.0,2,4,123,195.4,1.2176876015446865
NW,WNW,0.0,0.0,38.0,입산자실화,전남,0.5,1,0.0,0.0,7.2,3.6,7.9,0.0,0.0,3.0,0,0,31,62.2,1.3073530922943772
N,N,0.0,0.0,60.0,농산폐기물소각,전남,4.5,9,0.0,0.0,4.9,3.5,8.4,0.0,0.0,2.0,0,0,4,165.3,1.0227778842722908
NNW,N,0.0,0.0,50.0,논밭두렁소각,전남,0.5,1,0.0,0.0,6.5,1.8,6.1,0.0,1.0,9.0,1,4,102,114.2,1.18128429283789
SW,N,0.0,0.0,45.0,농산폐기물소각 추정,강원,1.8,29,0.0,0.0,0.5,1.5,2.8,1.0,1.0,3.0,0,0,0,347.8,1.0400373168488266
WSW,W,0.0,0.0,40.0,담뱃불실화,부산,2.0,5,0.0,0.0,10.4,5.9,9.3,0.0,0.0,6.0,0,0,161,198.4,1.215375004183353
SW,SSW,0.0,0.0,12.0,입산자실화,경북,1.8,4,0.0,0.0,5.8,2.1,5.6,0.0,1.0,1.0,0,0,0,329.1,-1.5734124184048572
W,SSW,0.0,0.0,18.0,조사중,서울,4.3,28,0.0,0.0,1.7,3.1,5.3,1.0,10.0,43.0,11,67,576,307.7,-1.5657959739032759
NNW,ENE,0.0,0.0,20.0,입산자실화 추정,경북,1.0,7,0.0,0.0,9.4,2.7,7.5,0.0,0.0,6.0,0,0,18,571.6,1.0121619616996462
W,W,0.0,0.0,30.0,쓰레기소각,경북,1.0,27,0.0,0.0,7.2,3.8,8.9,0.0,0.0,2.0,0,0,7,368.4,0.785112812940333
NE,S,0.0,0.0,38.0,취사행위,울산,2.4,7,0.0,0.0,9.0,3.3,7.0,1.0,3.0,6.0,8,32,60,142.7,-0.8026125183546293
NNW,W,0.0,0.0,40.0,굴뚝불씨 비화,전남,6.0,6,0.0,0.0,5.6,3.1,6.7,0.0,0.0,2.0,0,1,28,547.3,0.050842183646874095
WSW,W,0.0,0.0,46.0,굴뚝불씨연소,강원,1.0,26,0.0,0.0,5.0,3.6,9.1,0.0,0.0,4.0,0,0,5,311.3,1.084314060196605
NE,NE,0.0,0.0,33.0,입산자실화,전남,7.0,6,0.0,0.0,6.2,5.5,10.7,0.0,0.0,9.0,1,2,111,558.6,1.0699919551982708
NNW,NNW,0.0,0.0,38.0,용접불씨연소,강원,1.2,26,0.0,0.0,3.9,5.7,9.6,0.0,0.0,3.0,0,0,1,163.8,0.9449013349374046
NNW,ENE,0.0,0.0,55.0,폐 표고자목 소각,전남,0.5,3,0.0,0.0,7.0,5.2,11.5,0.0,0.0,3.0,0,2,24,652.5,1.5677890254273108
NNW,ENE,0.0,0.0,23.0,농산폐기물소각,전북,0.5,6,0.0,0.0,3.8,3.6,9.5,0.0,0.0,7.0,4,8,54,279.1,1.6161345926190798
W,W,0.0,0.0,19.0,농산폐기물소각,강원,1.5,26,0.0,0.0,2.4,4.1,9.1,0.0,0.0,4.0,0,0,1,502.9,1.050534544634987
SSW,NW,0.0,0.0,36.0,농산폐기물소각,충남,3.5,26,0.0,0.0,4.9,1.5,7.6,0.0,0.0,5.0,0,1,8,488.5,0.32487312876095564
N,W,0.0,0.0,37.0,원인미상,전북,0.5,4,0.0,0.0,1.0,1.8,4.9,0.0,0.0,3.0,0,0,36,541.4,0.9372862701772575
WNW,SW,0.0,0.0,23.0,입산자실화 추정,경북,4.0,24,0.0,0.0,1.9,6.5,7.3,0.0,1.0,3.0,0,0,3,277.0,0.36200019395635635
NNW,N,0.0,0.0,34.0,쓰레기소각,전남,1.0,1,0.0,0.0,1.8,7.4,19.1,0.0,0.0,1.0,0,3,22,242.0,0.8455331601818679
NW,WSW,0.0,0.0,21.0,농산폐기물소각,경북,4.0,24,0.0,0.0,6.3,7.2,6.9,1.0,1.0,3.0,0,0,9,276.4,0.9679582197507811
NW,WNW,0.0,0.0,31.0,농산폐기물소각,강원,1.2,24,0.0,0.0,6.1,5.2,10.6,0.0,1.0,3.0,0,0,2,188.1,0.9391390768054292
NNW,N,0.0,0.0,31.0,과수원 쓰레기소각,충남,3.5,25,0.0,0.0,7.1,4.8,8.3,0.0,1.0,5.0,0,0,16,168.1,1.1384801698117628
NW,WNW,0.0,0.0,38.0,원인미상,경북,1.0,4,0.0,0.0,8.1,3.6,8.2,0.0,1.0,4.0,1,7,20,262.6,1.023428956310696
WNW,NW,0.0,0.0,44.0,쓰레기소각,충북,1.0,23,0.0,0.0,5.7,3.5,11.7,1.0,1.0,8.0,0,0,17,117.0,-1.542508379777377
NNW,NNW,0.0,0.0,62.0,성묘객실화,경북,1.0,4,0.0,0.0,7.3,3.7,9.1,0.0,1.0,2.0,1,1,13,215.4,0.8834778896048167
N,NNW,0.0,0.0,41.0,입산자실화,전남,4.5,4,0.0,0.0,4.0,8.9,15.7,0.0,1.0,5.0,0,0,46,223.0,1.6360072481052792
NNW,N,0.0,0.0,56.0,쓰레기소각,전북,0.5,4,0.0,0.0,5.1,2.4,10.0,0.0,0.0,7.0,0,0,36,294.4,0.6339477047102087
WSW,N,0.0,0.0,28.0,담뱃불실화,충북,0.7,22,0.0,0.0,11.7,1.8,5.0,0.0,1.0,5.0,0,0,3,347.5,-1.5826233940686383
NNE,NW,0.0,0.0,36.0,농산폐기물소각,전북,2.0,2,0.0,0.0,11.1,2.2,6.1,0.0,0.0,4.0,0,0,10,587.9,0.11003653604550767
NW,N,0.0,0.0,87.0,논밭두렁소각,강원,3.6,22,0.0,0.0,10.5,3.5,7.7,1.0,1.0,3.0,0,0,1,535.5,0.6974877738267559
ENE,N,0.0,0.0,28.0,논밭두렁소각,강원,3.6,22,0.0,0.0,6.0,1.0,4.7,0.0,0.0,3.0,0,0,0,427.3,0.9341793133886988
SE,ESE,0.0,0.0,35.0,논밭두렁소각,경북,0.5,4,0.0,0.0,5.0,4.0,8.0,0.0,0.0,1.0,0,0,5,373.2,1.0686355839740898
NNW,ENE,0.0,0.0,15.0,쓰레기소각,경북,0.7,1,0.0,0.0,8.6,3.3,4.5,0.0,0.0,3.0,0,0,5,855.5,0.8379708210284594
NNW,WNW,0.0,0.0,80.0,입산자실화,세종,0.6,20,0.0,0.0,11.2,2.9,8.0,0.0,0.0,5.0,1,2,33,440.8,1.2326909528145409
NNW,W,0.0,0.0,50.0,농산폐기물소각,인천,2.7,22,0.0,0.0,8.1,5.7,8.2,0.0,0.0,2.0,0,0,30,193.0,-1.5968799357473555
SW,NW,0.0,0.0,25.0,논밭두렁소각,충남,1.0,22,0.0,0.0,9.2,1.8,10.9,0.0,1.0,3.0,2,6,14,180.2,1.0712798407166049
WNW,WNW,0.0,0.0,21.0,입산자실화,충북,2.1,21,0.0,0.0,9.8,3.5,11.8,1.0,1.0,5.0,0,0,8,431.6,-0.8981091278398112
NW,N,0.0,0.0,34.0,입산자실화,서울,4.3,22,0.0,0.0,9.0,5.5,8.9,0.0,3.0,36.0,1,22,393,443.8,0.18405837268979686
NW,NW,0.0,0.0,33.0,농산폐기물소각,경북,1.0,21,0.0,0.0,8.3,4.8,10.0,0.0,1.0,3.0,0,5,11,274.4,0.9808340574970094
W,SW,0.0,0.0,36.0,원인미상,경기,5.5,19,0.0,0.0,10.1,3.9,7.0,0.0,2.0,6.0,0,2,8,280.0,0.9580994632131035
SSW,SSW,0.0,0.0,69.0,논밭두렁소각,강원,3.6,18,0.0,0.0,12.0,0.6,6.0,0.0,0.0,3.0,0,0,0,323.0,0.9801316789061972
WNW,ENE,0.0,0.0,40.0,생활쓰레기소각,전북,1.6,18,0.0,0.0,11.3,2.1,4.1,0.0,1.0,4.0,0,0,23,116.8,0.6243702257808472
SE,ESE,0.0,0.0,47.0,원인미상,경기,4.4,18,0.0,0.0,13.6,2.3,5.0,1.0,2.0,10.0,4,8,92,149.4,0.9711286423123185
